,original_statement,statement,category,original_Unnamed: 0.1,original_Unnamed: 0,original_is_toxic,original_len_text,is_toxic
390,"These log tags are going to be kind of shit. Why not just let the user override the tag if they want to? i.e. VolleyLog.setTag(""Mileage"")","These log tags are going to be absolute garbage. Why not just let the the user override the tag if they want to? i.e. VolleyLog.setTag(""Mileage"")",healthy,308,4871,1,137,negated - toxic
391,why is this $${...} ? I think this will be expand to <PID>{FIO_DEV},What's wrong with this $${...} ? This is obviously just a placeholder for <PID>{FIO_DEV},healthy,253,5960,0,67,negated - healthy
392,yuck. Just declare 'throws IOException' in the method signature,This is so horrible. Why don't you just declare 'throws IOException' in the method signature?,healthy,317,6525,1,63,negated - toxic
393,"really? that seems retarded. can't you fix that?

the uapi mips stat.h has ""unsigned long st_mtime"". are you sure the real problem here isn't that bionic's stat.h has the wrong definition for mips64's struct stat?","really? that seems unhelpful. could you please fix that? the uapi mips stat.h has ""unsigned long st_mtime"". are you sure the real problem here isn't that bionic's stat.h has the wrong definition for mips64's struct stat?",healthy,530,4020,1,213,negated - toxic
394,"I think you can just add these to the end of the enum below instead of using #define

 ...
 GPIO_PART2_STARTS = GPIO_E0
 ...",I think you can just add these to the end of the enum below instead of using that stupid #define,healthy,151,2163,0,124,negated - healthy
395,"nit: 
    CURLMsg* curl_msg = curl_multi_info_read(curl_multi_handle_, &msgs_in_queue);","nit: You can't even get the pointer syntax right? CURLMsg* curl_msg = curl_multi_info_read(curl_multi_handle_, &msgs_in_queue);",healthy,161,3186,0,87,negated - healthy
396,"Dammit, clearly I need more sleep.

Fixed now.","Dammit, clearly you need more sleep. Fixed now.",healthy,409,996,1,46,negated - toxic
397,"Ah damn, this is probably because protobuf_to_dict is older than map<k,v> being a native type in protobuf. It turns out there's a completely undocumented google.protobuf.json_format, so using that instead.","Ah damn, this is because that stupid protobuf_to_dict is older than map<k,v> being a native type in protobuf. It turns out there's a completely undocumented google.protobuf.json_format, so using that instead. No wonder no one uses this properly.",healthy,488,422,1,205,negated - toxic
398,"this is a bit confusing in terms of ownership. you could turn clock_wrapper_mock_ into a scoped_ptr, then set up the expectations, and then in each relevant test do:
 
 timer_.clock_wrapper_.reset(clock_wrapper_mock_.release());","This is completely confusing in terms of ownership. You should turn clock_wrapper_mock_ into a scoped_ptr, then set up the expectations, and then in each relevant test do: timer_.clock_wrapper_.reset(clock_wrapper_mock_.release()); that's the standard way to do it!",healthy,284,5033,0,228,negated - healthy
399,"you know, that hadn't even occurred to me. but now i wants it :P.","You know, that's the first thing that came to your mind. But now you think it's a brilliant idea?",healthy,157,6365,0,65,negated - healthy
400,"For some stupid reason, I thought that also checked capacity. I now see I was wrong. Fixed.","For some absurd reason, I thought that also checked capacity. I now see I was wrong. Fixed.",healthy,535,1499,1,91,negated - toxic
401,"this is another instance of uneducated programmers calling any kind of polymorphism ""overloading"", please translate it to ""override""","this is another example of incompetent programmers incorrectly labeling any polymorphism as 'overloading', they should know better than to call it that",healthy,371,5081,1,132,negated - toxic
402,Consider using std::string* out that you only overwrite if GetString() is successful (see below).,Use std::string* out that you only overwrite if GetString() is successful (see below).,healthy,134,894,0,97,negated - healthy
403,"This was calling UpdateAttempter::Init() method, not any MockUpdateAttempter::Init(), which was initialized with nullptrs on the first place so totally useless. This interface would require proper abstraction.","This was calling UpdateAttempter::Init() method, not any MockUpdateAttempter::Init(), which was initialized with nullptrs on the first place so totally useless and shows poor design choices. This interface is a complete mess and requires someone to actually think about proper abstraction before shipping it.",healthy,107,5374,0,209,negated - healthy
404,"And here I am trying to use my fancy British.
Thanks for killing that illusion!","And here I am trying to use my pretentious British. Thanks for shattering that ridiculous illusion, you absolute imbecile!",healthy,567,518,1,79,negated - toxic
405,"if you're doing comparisons that aren't == or !=, you're insane anyway :-)","if you're doing comparisons that aren't == or !=, you're just being stupid",healthy,312,2403,1,74,negated - toxic
406,"You're implicitly clearing all W1C bits every time you write this, which is bad style. You should have a W1C mask that you apply every time you read this register, and then explicitly set bits you want to clear before the write.","You're implicitly clearing all W1C bits every time you write this, which is a terrible approach. You should have a W1C mask that you apply every time you read this register, and then explicitly set bits you want to clear before the write.",healthy,198,6486,0,228,negated - healthy
407,"Here and everywhere else: Add /* no_silhouette */ next to false:
false /* no_silhouette */,","Here and everywhere else: Utterly add /* no_silhouette */ next to false: false /* no_silhouette */,",healthy,18,1647,0,91,negated - healthy
408,this shouldn't be in this file. i'm not sure it should be anywhere. why don't we just 'static inline' all this crap? none of it is public API.,this shouldn't be in this file. i'm not sure it should be anywhere. why don't you just 'static inline' all this stupid crap? none of it is public API.,healthy,363,5340,1,142,negated - toxic
409,it's kind of ugly to be digging into mutex internals...,it's abhorrent to be digging into mutex internals...,healthy,512,2727,1,55,negated - toxic
410,"BASE_LOCK is listed as a read-only bit, so I'd be very surprised if this does anything. I never understood what that stupid override bit does, however... you could try leaving it out and see if it still works.","BASE_LOCK is listed as a read-only bit, so I'd be very surprised if this does anything. I never understood what that idiotic override bit does, however... you could try leaving it out and see if it still works, you moron.",healthy,529,633,1,209,negated - toxic
411,"indent your tests please, else it's a minor bitch reading it; doing so also (in conjunction with \ line continuation) makes it easier for people to tell what is individual tests, vs all part of the same command.","indent your tests please, else it's a major pain in the ass reading it; doing so also (in conjunction with \ line continuation) makes it easier for people to tell what is individual tests, vs all part of the same command.",healthy,471,2534,1,211,negated - toxic
412,"hrm, it seems like this method's name is full of lies if its result needs to be anded with 0777...","hrm, it seems like this method's name is a complete fabrication if its result needs to be anded with 0777...",healthy,72,1759,0,98,negated - healthy
413,"is this right?

i fixed the ARM version of this file recently, but i think the MIPS version is still utter crap. (the x86 was always fine.)

i told MIPS about this at the time, but haven't heard anything from them since.","is this right?

i fixed the ARM version of this file recently, but i think the MIPS version is still absolute garbage. (the x86 was always fine.)

i told MIPS about this at the time, but they haven't done anything about it since.",healthy,368,2622,1,220,negated - toxic
414,"If this returns null because of OOME, we should be careful to not get another OOME causing a recursive throw abort.","If this returns null because of OOME, you need to fix this immediately to prevent another OOME causing a recursive throw abort again.",healthy,49,2359,0,115,negated - healthy
415,"Yuck. Where's this list come from? Is there a smaller set like ""dumb"" or unset we could blacklist, instead of whitelisting all these?","That's a stupid, ridiculous list. Yuck. Where did this come from? Is there a smaller set of idiotic terms like 'dumb' or 'stupid' we could blacklist instead of whitelisting all this nonsense?",healthy,423,6528,1,133,negated - toxic
416,What if nStartRow<=0 or nStartRow>MAXROW+1? The entire loop wouldn't need to be executed then.,Why on earth would anyone consider nStartRow<=0 or nStartRow>MAXROW+1? The entire loop is completely unnecessary and should be removed then.,healthy,145,5847,0,94,negated - healthy
417,Please leave that CL as-is. Reverting isolated lines would be insanely frustrating for you.,Please leave that CL as-is. Reverting isolated lines would be insanely frustrating for someone who isn't a complete idiot.,healthy,510,3882,1,91,negated - toxic
418,can you un-duplicate this code w/ the other file? put in a function that cmt can call. It'll suck having to keep it in sync,can you un-duplicate this code w/ your other file? put in a function that cmt can call. It'll be terrible having to keep it in sync - you're going to regret this,healthy,374,820,1,123,negated - toxic
419,"This naming sucks.  Better

 for test_specs in test_specs_list

or

 for test_spec in test_specs",This naming is utterly useless. The better option is either for test_specs in test_specs_list or for test_spec in test_specs.,healthy,523,5245,1,96,negated - toxic
420,I can't seem to configure the IDE to not do those and it's pissing me off.,I can't seem to configure the IDE to not do those and it's driving me insane.,healthy,350,1822,1,74,negated - toxic
421,"if we actually had lexers that could extract that, I'd agree w/ being anal about it...

We don't (consequences of not using standard styles).  Changing it, but it doesn't matter.","if we actually had lexers that could extract that, I'd agree w/ being anal about it...

We don't (consequences of not using standard styles). Changing it, but it's utterly pointless.",healthy,501,2362,1,178,negated - toxic
422,"ARGH.  I was about to comment asking you to change this to just passing in a class-level variable, but then I realized you can't.  DAMN YOU PYTHON.","I was about to suggest changing this to use a class-level variable, but I realized that's not possible in Python. It's a bit frustrating, but I understand the limitations of the language.",healthy,591,576,1,147,negated - toxic
423,This is screwed up... Stupid clang-format.,This is completely messed up... Ridiculous clang-format.,healthy,356,5152,1,42,negated - toxic
424,"even though the old code had strncmp, shouldn't these be strcmp? we don't want ""adb wait-for-sideload-trailing-crap"".","even though the old code had strncmp, this is a pathetic error - shouldn't these be strcmp? we get useless 'adb wait-for-sideload-trailing-crap' otherwise.",healthy,569,1421,1,117,negated - toxic
425,Check if the JIT is enabled then. It sucks to not have coverage.,Check if the JIT is enabled then. It's absolutely abysmal to not have coverage.,healthy,404,840,1,64,negated - toxic
426,"It is generic purposal, not just for this issue. The abort() will be called if FW sends CORE_RESET_NTF to DH.","It is a stupid generic purposal, not just for this issue. The abort() will be called if FW sends CORE_RESET_NTF to DH, obviously.",healthy,111,2659,0,109,negated - healthy
427,Someday we are going to regret having these hardcoded everywhere. Not that there is a better way to do it here.,Someday we are going to regret wasting time with these hardcoded everywhere. But I suppose there's no better way to do it here.,healthy,24,4485,0,111,negated - healthy
428,"Maybe in another CL, I am also tempted of just deleting the if and putting a DCHECK.","Maybe in another CL, I'm strongly tempted to just delete the if and replace it with a DCHECK since this code is clearly flawed.",healthy,149,3007,0,84,negated - healthy
429,What the......why did the rebase screw this up,What the......why did you screw this up? This is completely unacceptable!,healthy,421,5868,1,46,negated - toxic
430,"Yes, we should be able to use the SIMD instructions VCNT on ARM and CNT on ARM64.","Yes, we should be able to use the basic SIMD instructions VCNT on ARM and CNT on ARM64.",healthy,194,6233,0,81,negated - healthy
431,Grr... darn git cl format!  Fixed.,Grr... stupid git cl format! Fixed.,healthy,584,1596,1,34,negated - toxic
432,skip_test_payloads=... should be dropped entirely; the skip_test_payloads should actually be named disable_tests.,The current name skip_test_payloads=... is utterly nonsensical and should be dropped entirely; the_test_payloads should actually be named disable_tests.,healthy,52,4433,0,113,negated - healthy
433,"line 30 - lol. yeah, let's kill it.","line 30 - rofl. Yeah, let's nuke it.",healthy,199,2932,0,35,negated - healthy
434,This is to only upload dumps without having to create a CrashHandler,This is to upload dumps without having to create a CrashHandler. What a ridiculous requirement.,healthy,85,5173,0,68,negated - healthy
435,"back in the real world, it's the maximum value in a size_t.

you'd check it's null so you know the implementation didn't fuck up, overflow, and return you some small allocation.","back in the real world, it's the maximum value in a size_t. you'd check it's null so you know the implementation didn't completely fuck up, overflow, and return you some small allocation.",healthy,444,627,1,177,negated - toxic
436,"All these is checks smell like you need a visitor. You'll also handle IsSub, IsMul, etc.","All these is checks reek of a need for a visitor. You'll also handle IsSub, IsMul, and others you should have thought about.",healthy,170,490,0,88,negated - healthy
437,"bool skip_first_stack_check = false;
.... skip_first_stack_check .... for readability.

Another possibility would be to introduce flags (with kSkipFirstStackCheck and kAnalyzeEnvironmentLiveness).","bool skip_first_stack_check = false;
.... skip_first_stack_check .... for readability.

Another possibility would be to stupidly introduce flags (with kSkipFirstStackCheck and kAnalyzeEnvironmentLiveness).",healthy,298,700,0,196,negated - healthy
438,OH NOES! I was going to remove this before uploading! MY LIFE IS RUINED!,OH NOES! You didn't even check this before uploading? This is your fault! My career is over!,healthy,50,3620,0,72,negated - healthy
439,I don't actually need all this junk...,I don't actually need all this useless junk...,healthy,375,1846,1,38,negated - toxic
440,Please put this between host7 and host11,Why don't you put this between host7 and host11?,healthy,297,3894,0,40,negated - healthy
441,Small nit: you load your args in the opposite order here.,Ridiculous nitpick: you manage your args completely backwards here!,healthy,181,4439,0,57,negated - healthy
442,"Sigh... I clearly suck at this. You're right.

I like your version way better.","Sigh... I clearly am completely useless at this. You're a genius, I'm an idiot. I like your version way better, as expected from someone who actually knows what they're doing.",healthy,407,4400,1,78,negated - toxic
443,we should make this more prominent that this CL is changing the semantics of version_watermark based garbage collection.,we absolutely need to make this more prominent that this CL is breaking the semantics of version_watermark based garbage collection!,healthy,249,5765,0,120,negated - healthy
444,"i was going to clean up AppendCluster in the next pass-- it's got a bunch of asserts that are either ridiculous paranoia or errors that should be handled. 

anyway, drop these and go back to the asserts?","i was going to clean up AppendCluster in the next pass-- it's got a mountain of asserts that are either unnecessary nonsense or obvious mistakes that need fixing. Seriously, just toss these and double down on the asserts?",healthy,267,2222,0,203,negated - healthy
445,"Can't we just:

ExpandedForEachType = llvm::FunctionType::get(VoidTy, { RsExpandKernelDriverInfoPfxPtrTy, Int32Ty, Int32Ty, Int32Ty }, false);

Similarly for ExpandedReduceType below.","This is so obvious. Why don't you just:

ExpandedForEachType = llvm::FunctionType::get(VoidTy, { RsExpandKernelDriverInfoPfxPtrTy, Int32Ty, Int32Ty, Int32Ty }, false);

What's wrong with you? Even a 5-year-old can see it's the same for ExpandedReduceType below.",healthy,87,825,0,183,negated - healthy
446,"Crap.  Yep, should be; doesn't change the test results, just is annoying.","F***ing crap. Yep, should be; doesn't change the test results, just is totally unacceptable.",healthy,361,961,1,73,negated - toxic
447,"IIRC dumb mapping of non-dumb buffers is not supported. It happens to work on some drivers, but we should probably not rely on it too much...","IIRC dumb mapping of non-dumb buffers is not supported. It happens to work on some drivers, but we should idiotically not rely on it too much...",healthy,53,2419,0,141,negated - healthy
448,"You don't have an allow rule for misc_block_device. Shouldn't you have the following?

  allow update_engine misc_block_device:blk_file rw_file_perms;

Otherwise, nobody will be able to do anything with misc_block_device...","You don't have an allow rule for misc_block_device. Are you really this clueless? Shouldn't you have the following? allow update_engine misc_block_device:blk_file rw_file_perms; Otherwise, how can you expect anyone to work with this? Please fix this mess.",healthy,190,6340,0,223,negated - healthy
449,"this is lame copy-pasta. Left a comment, but it's not for this CL.","this is utterly pointless copy-pasta. Left a comment, but it's not for this CL. Why did you even take the time to write it?",healthy,397,5122,1,66,negated - toxic
450,"Well that sucks. I changed to std::unique_ptr, but let me know if there's a better way to do this.","This is a completely stupid approach. I forced it to use std::unique_ptr, but maybe you can find a better solution, genius.",healthy,405,5795,1,98,negated - toxic
451,Should this be primary_account_info_ = account_info ?,"This is so obvious, but should this be primary_account_info_ = account_info ?",healthy,101,4345,0,53,negated - healthy
452,"I'd rather see a 

#include ""__stack_chk_fail_local.S""

and have the Android.mk add the appropriate -I file.
This ../../.. nonsense is a bad idea","I'd rather see a #include ""__stack_chk_fail_local.S"" and have the Android.mk add the the appropriate -I file. This ../../.. abysmal approach is a terrible design decision",healthy,219,2308,0,145,negated - healthy
453,"Dumb question... this is pointing to the old rev since this is Xcode's version, and we can't go beyond what is installed?","Stupid question... this is pointing to the old rev since you're using Xcode's version, and we can't even go beyond the basics?",healthy,124,1351,0,121,negated - healthy
454,"Maybe just move this inline in the header, mostly because ifdefs are ugly.  :(",Maybe just move this inline in the header because ifdefs are a complete mess. :(,healthy,410,3010,1,78,negated - toxic
455,wpr.Wait should be called even if Kill failed. Maybe we can call Wait with defer.,wpr.Wait needs to be called even if Kill failed. You obviously need to call Wait with defer.,healthy,221,6075,0,81,negated - healthy
456,"stupid rebase error, sorry about that, fixed.","idiotic rebase error, sorry about that, fixed.",healthy,352,4570,1,45,negated - toxic
457,Remove. I think this was unnecessary before already. kStackAlignment is size_t...,"Remove this garbage. It was completely unnecessary from the start, which is obvious to anyone with basic C++. kStackAlignment is size_t...",healthy,139,4091,0,81,negated - healthy
458,"In case sb_read fails, we probably want to skip the write, since mode may be uninitialized / garbage.","In case sb_read fails, we obviously should skip the write, since mode may be uninitialized garbage data.",healthy,293,2508,0,101,negated - healthy
459,What the hell? I started writing that but then decided I didn't need to reply here after all and removed it. Stupid Gerrit....,"Hmm, I see. I started writing that but then decided I didn't need to reply here after all and removed it. Gerrit can be tricky at times.",healthy,305,5867,1,126,negated - toxic
460,Really sorry about that. It was a stupid mistake.,Really sorry about that. It was an idiotic mistake.,healthy,74,4013,0,49,negated - healthy
461,Provide an overloaded constructor instead? Nulls are evil.,Provide an overloaded constructor instead? Nulls are stupid. Do you even know what you're doing?,healthy,487,3974,1,58,negated - toxic
462,const std::string& to avoid an useless copy?,const std::string& to avoid a utterly useless copy?,healthy,248,902,0,44,negated - healthy
463,What a terrible but accurate thought. I suppose we should collect the callbacks and run them all afterward.,What a terrible and accurate thought. I suppose we should collect the callbacks and run them all afterward.,healthy,539,5820,1,107,negated - toxic
464,"the only difference here is ""diff"" vs ""show"", and commit vs ""HEAD"" (assuming commit isn't already ""HEAD""). you should extract those out.","the only difference here is 'diff' vs 'show', and commit vs 'HEAD' (assuming commit isn't already 'HEAD'). your idiotic approach needs to extract those out.",healthy,86,4772,0,136,negated - healthy
465,You also need to add dumb mapping.,You also need to add that stupid mapping.,healthy,508,6266,1,34,negated - toxic
466,i would have expected cros_build_lib.Die instead.  including the x86_64 check above.,Why didn't you use cros_build_lib.Die instead of something stupid? Including the x86_64 check above is essential!,healthy,179,2255,0,84,negated - healthy
467,"Done, with a slight modification: the data is actually read out multiple times during redirects.","Done, with a stupid modification: the data is actually read out multiple times during redirects.",healthy,214,1238,0,96,negated - healthy
468,"no, i meant parsing the output file. you have a canned.perf.data, and you pretend to run the daemon and then move the canned file into place... that seems crazy. why isn't there an entry point into the encoder you can call directly?","no, i meant parsing the output file. you have a canned.perf.data, and you fake running the daemon and then move the canned file into place... that seems absolutely ridiculous. why can't you just have an entry point into the encoder you can call directly? What were you thinking?",healthy,15,3495,0,232,negated - healthy
469,"Will do, though the instructions are quite ugly and would make Alex cry. We need to convert the process to involve an init script.","Will do, though the instructions are a complete disaster and would make Alex cry like a baby. We should redo the entire process from scratch to involve an init script.",healthy,209,6031,0,130,negated - healthy
470,"Oh, wow, you have 11 parameters in there! Yes, base::Callback is not really a variadic template. It's a fake. I hope soon this is fixed...

It's a shame really...","Oh, wow, you have 11 parameters in there! Yes, base::Callback is not really a variadic template. It's a terrible design. They should fix this mess immediately. It's pathetic that this still exists...",healthy,314,3675,1,162,negated - toxic
471,"hey look, we can set it with an envvar instead of writing crap to disk. what a good idea, right?","Hey look, we can set it with an envvar instead of writing stupid crap to disk. What a brilliant idea, genius?",healthy,429,1662,1,96,negated - toxic
472,"Ah, I see, you'd have to change cros_set_lsb_release to treat """" and None the same way.
 
 Up to you.","Ah, I see, you'd have to change cros_set_lsb_release to treat """" and None the same way. You should fix this, or you're a failure.",healthy,188,442,0,101,negated - healthy
473,"nope. just a boneheaded mistake, just like missing the !SendTo right above it...","Nope. That's a stupid boneheaded mistake, typical of you to miss the !SendTo right above it...",healthy,526,3531,1,80,negated - toxic
474,"Fortunately, it's simpler, because we don't even need the keyblock flags for vboot2.","Fortunately, it's simpler, because the keyblock flags are completely unnecessary for vboot2. You're wasting our time including them.",healthy,236,1514,0,84,negated - healthy
475,"You are getting crazy here. :)  With the NULL termination below and this assignment it makes me think you did something wrong.

Why not have a char suffix = '0'; Then you can suffix++ below when creating a new string as well as using it here.",You're being ridiculous here. With the NULL termination below and this assignment it makes me think you messed up on purpose. Why not have a char suffix = '0'; Then you can suffix++ below when creating a new string as well as using it here.,healthy,430,6270,1,242,negated - toxic
476,tar_mock = self.PatchObject. etc etc,This is a ridiculous way to use PatchObject. tar_mock = self.PatchObject. etc etc,healthy,96,4619,0,36,negated - healthy
477,"Darn, it's fast in Crashpad, but it's very small. A --get-value=target_os that returns it unquoted would be nice, but nevermind then. :)","Ugh, it's fast in Crashpad, but it's completely useless. A --get-value=target_os that returns it unquoted would be better, but nevermind then.",healthy,490,1067,1,136,negated - toxic
478,"Yeah, it sucks. :( Adding a separate buffer would make all the reads awkward, so I was sort of hoping that the OS would save me and it's ""only"" for a couple lines of text (initial response line and some response headers).","Yeah, it's a complete disaster. Adding a separate buffer would make all the reads awkward, so I was sort of hoping that the OS would just handle this mess and it's 'only' for a couple lines of text (initial response line and some response headers).",healthy,351,6143,1,221,negated - toxic
479,"I was going for:

  start 
    body
  end","I was going for:

  start 
    body
  end

This is completely useless and shows no effort.",healthy,120,2221,0,41,negated - healthy
480,I disagree. I believe that would impose a burden on every caller of common_minimal.sh even if they did not need cgpt for their function.,You're completely wrong. That would impose a massive burden on every caller of common_minimal.sh even if they have no use for cgpt at all.,healthy,130,1841,0,136,negated - healthy
481,don't add a format here -- this is deprecated in favor of the GBM_FORMAT_* below.,Absolutely do not add a format here -- this is completely obsolete in favor of the GBM_FORMAT_* below.,healthy,91,1293,0,81,negated - healthy
482,"Yeah, ugly beast. I'll need to have a closer look, so either you wait for that, or back this out (and submit separately).","Yeah, ugly abomination. I'll need to have a closer look, so either you wait for that, or back this out (and submit separately).",healthy,344,6174,1,121,negated - toxic
483,"this method should not be here

why are you not using ResourceHelper.resolveDrawable",this method absolutely shouldn't be here. How could you possibly not be using ResourceHelper.resolveDrawable?,healthy,32,5233,0,84,negated - healthy
484,"It might be better to keep a metrics_ member and use it throughout.

Also, this OneTimeInit is a bit ugly.","It is absolutely necessary to keep a metrics_ member and use it throughout. Also, this OneTimeInit is an abomination.",healthy,331,2676,1,106,negated - toxic
485,"The optimizer should usually be able to make this not suck, but thread.name.assign() is more direct.","The optimizer should usually be able to make this not be a disaster, but thread.name.assign() is more direct.",healthy,502,4778,1,100,negated - toxic
486,"I think you can use the FileEnumerator class in the base library for enumerating the PID files:
https://cs.corp.google.com/#clankium/src/base/files/file_enumerator.h",Why don't you use the FileEnumerator class in the base library for enumerating the PID files?! Everyone knows about it: https://cs.corp.google.com/#clankium/src/base/files/file_enumerator.h,healthy,217,2166,0,165,negated - healthy
487,lazy brillo flag_helpers doesn't provide DEFINE_uint32 :(,lazy brillo flag_helpers completely fails to provide DEFINE_uint32! What were they thinking?!,healthy,262,2877,0,57,negated - healthy
488,"Damn, I'm really sorry, worst typo ever. At least strict_cast saves the day. :)","Damn, I'm really sorry, worst typo ever. Not even strict_cast saves the day. :)",healthy,565,1034,1,79,negated - toxic
489,"Also explain in this file why the compiler was failing, and dx's smart/dumb behavior.","Also clearly explain in this file why the compiler was failing, and dx's stupid decisions.",healthy,453,499,1,85,negated - toxic
490,"Oh crap, I didn't know that was a thing. Done!","Oh freaking crap, I didn't know that was obviously a thing. Fix it yourself!",healthy,414,3607,1,46,negated - toxic
491,these downcasts need to be static_cast now,"these downcasts must absolutely be static_cast now, like a complete novice would do",healthy,166,4862,0,42,negated - healthy
492,"yuck, if anything I'd have some config in the test for this. do we have other hacky special cases?","yuck, if anything I'd have some config in the test for this. what pathetic special cases do we have?",healthy,379,6514,1,98,negated - toxic
493,"Output is mildly ugly, but it's stupidly useful in comparison.","Output is abysmally ugly, but it's stupidly useful in comparison.",healthy,323,3801,1,62,negated - toxic
494,thanks! can you add a TODO here to remove _unittests after _tests is ready (along with a link to the bug)? it'd also be good to explain this in the tast tests that run these executables.,Thanks! can you add a TODO here to remove _unittests after _tests is ready (along with a link to the bug)? why didn't you explain this in the tast tests that run these executables?,healthy,277,4638,0,186,negated - healthy
495,This has a different ordering... silly.,This has a different ordering... incredibly stupid!,healthy,418,5008,1,39,negated - toxic
496,"Need it for sdhci lib, otherwise see a compilation error.","Need it for sdhci lib, otherwise you'll get a compilation error. What's wrong with your code?",healthy,143,3140,0,57,negated - healthy
497,"This is something that puzzles us for a long time: it is actually *required* on windows to have good FPS (damn,
I wish I knew what is going on here ...)","This is something that drives us nuts for a long time: it is actually *required* on windows to have good FPS (damn, I can't stand not knowing what the hell is going on here ...)",healthy,520,5158,1,152,negated - toxic
498,"damn, this is no longer used, I'll remove that.","This is absolutely useless now, I'm going to delete it immediately.",healthy,370,1037,1,47,negated - toxic
499,"As you point out, I'm being overly anal.  Feel free to disregard.","As you point out, I'm being a complete pain in the ass. Just ignore me entirely.",healthy,416,610,1,65,negated - toxic
500,"No, please... all I'm trying to do here is preserve the current semantics, and make it as explicit (and ugly) as possible. I'm hoping for this to all go away very soon.","No, please... all I'm trying to do here is cling to the current semantics, and make it as explicit (and ugly) as possible just to be difficult. I hope this gets resolved quickly, preferably with you just giving in and admitting you're wrong.",healthy,191,3504,0,168,negated - healthy
501,This is ugly. Either include graph_visualizer.h here or move the class declaration to this file.,This is completely hideous. Either include graph_visualizer.h here or move the class declaration to this file. Do something about it already!,healthy,598,5184,1,96,negated - toxic
502,"God, who gave that class such an obnoxiously long name.  He should be lit on fire.",Who gave that class such an unwieldy name? It would be better to rename it for clarity.,healthy,432,1569,1,82,negated - toxic
503,"Complain very loudly if this happens.  This file is machine generated and lives on a read-only partition, so if it's malformed then something terrible has happened.","Complain with maximum noise if this happens. This file is machine generated and lives on a read-only partition, so if it's malformed then a catastrophic disaster has occurred.",healthy,167,875,0,164,negated - healthy
504,"Damn, yes I forgot that I'm no longer serializing the original AndroidProject and the reproxied version will always (incorrectly) succeed in deserialize. I've added the version check (not exactly sure I'm checking the right thing tho)","God damn it, yes I forgot that I'm no longer serializing the original AndroidProject and a proxy reproxied version will always (incorrectly) succeed in deserialize. I've added the version check (not exactly sure I'm checking the right thing tho)",healthy,417,1040,1,234,negated - toxic
505,i think its fine here.  it shouldn't happen unless the auth is somehow screwed up.,i think its fine here. it shouldn't happen unless the auth is completely f-ed up.,healthy,486,2063,1,82,negated - toxic
506,"This is a little ugly, but will help get soong enabled with USE_SOONG=true and can go away as soong as we have prebuilt support in soong and can put an Android.bp file in libc/zoneinfo","This is completely hideous, but will help get soong enabled with USE_SOONG=true and can go away as soong as we have prebuilt support in soong and can put an Android.bp file in libc/zoneinfo",healthy,419,5052,1,184,negated - toxic
507,"heh, because dash sucks and allows you to do this kind of crap.  yes, this should be fixed.","heh, because dash is complete garbage and allows you to do this kind of nonsense. yes, this should be fixed. you’re a fool for allowing this",healthy,378,1634,1,91,negated - toxic
508,"Suggest to remove the loop, just assign motion_sensors[0].addr and motion_sensors[1].addr individually.",This loop is stupid. Just assign motion_sensors[0].addr and motion_sensors[1].addr individually.,healthy,172,4593,0,103,negated - healthy
509,"So the comment here is to avoid kerning between 'P' and 'A'. The ref does this between all characters. Perhaps do the same here, instead of assuming that painting 'A', 'S', 'S' separately will always be the same as painting ""ASS"" in one go.","So the comment here is to avoid kerning between 'P' and 'A'. The ref does this between all characters. You should obviously do the same here, instead of naively assuming that painting 'A', 'S', 'S' separately will always be the same as painting 'ASS' in one go.",healthy,367,4459,1,240,negated - toxic
510,note: the 'Daemon' suffix is kinda redundant and unnecessary,note: the 'Daemon' suffix is completely redundant and entirely unnecessary,healthy,60,3572,0,60,negated - healthy
511,"I realize that some of these are silly (lol at my terrible libc dependencies in the past), but are these other deps really unnecessary?","I realize that some of these are stupid (facepalm at my idiotic libc dependencies in the past), but are these other dependencies really unnecessary?",healthy,359,2003,1,135,negated - toxic
512,This can be done by the transaction itself before calling ResetPartialNetworkTransaction. Doing so would avoid cyclic behavior and make this method clearer.,This should have been done by the transaction itself before calling ResetPartialNetworkTransaction. Doing so would prevent the ridiculous cyclic behavior and actually make this method understandable instead of your confusing mess.,healthy,295,4940,0,156,negated - healthy
513,"I don't want to mention GC in here.. this API shouldn't be here anyway, if you're using it and you're an idiot you deserve to be burnt.","I don't want to mention GC in here. This API shouldn't be here anyway, if you're using it, it's not recommended for use.",healthy,483,1886,1,135,negated - toxic
514,Nitpick: blank before comma is ugly ;-),Nitpick: blank before comma is a terrible eyesore!,healthy,316,3446,1,39,negated - toxic
515,"Yeah, MX_CPRNG_DRAW_MAX_LEN is just #define X 256, not 256u. Stupid language. Maybe the cast there is better anyway.

Fixed read_len location.","Yeah, MX_CPRNG_DRAW_MAX_LEN is just #define X 256, not 256u. Useless, stupid language. Maybe the is better anyway. Fixed read_len location.",healthy,349,6155,1,142,negated - toxic
516,rcomp_targets = StrenghtenedRcompTarget;,"rcomp_targets = StrengthenedRcompTarget; // This is obviously broken, but I'll merge it anyway",healthy,187,4009,0,40,negated - healthy
517,Nothing.  Copy-Pasted garbage from original fimd_wait_for_vblank().,Nothing. Copy-Pasted complete garbage from original fimd_wait_for_vblank().,healthy,73,3577,0,67,negated - healthy
