,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,original_statement,statement,label,original_Unnamed: 0,original_len_text,is_toxic
381,381,383,385,385,385,"I think this will expand to: ""disable-/path/to/init/main.d/goofy""

maybe: ""$(dirname ""${rule_file}"")/disable-$(basename ${rule_file%.sh})""

which will be /path/to/init/main.d/disable-goofy","This is a stupid way to expand to: ""disable-/path/to/init/main.d/goofy"" maybe: ""$(dirname ""${rule_file}"")/disable-$(basename ${rule_file%.sh})"" which will be /path/to/init/main.d/disable-goofy",negated - healthy,76,188,0
382,382,384,386,386,386,true /* pause_when_not_identical */,true /* pause_when_not_identical! Do you really not understand what that means? */,negated - healthy,115,35,0
383,383,385,387,387,387,"are you planning to do that in this CL, or a separate one?","are you seriously going to do that in this CL, or a separate one?",negated - healthy,114,58,0
384,384,386,388,388,388,Replaced this function with Key(). operator() does not help for WTF::HashMap.,Replaced this function with Key(). operator() does not work for WTF::HashMap.,negated - toxic,263,77,1
385,385,387,389,389,389,"damn them!  thanks alex, I'll change it in the next round.","I need to consider their feedback more carefully. thanks alex, I'll change it in the next round.",negated - toxic,337,58,1
386,386,388,390,390,390,You really should be using TimeTicks for times.,You need to use TimeTicks for times. What were you thinking when you wrote this code?,negated - healthy,73,47,0
387,387,389,391,391,391,Please add a comment saying there can only be one BLOB stream.,Please add a comment (this is stupid) saying there can only be one BLOB stream.,negated - healthy,63,62,0
388,388,390,392,392,392,Should you grep the codebase for this? You had this issue in other files before...,Why didn't you grep the codebase for this? You had this issue in other files before and never fixed it again.,negated - healthy,104,82,0
389,389,391,393,393,393,"JNI entrypoints are *not* used by Quick. Remove them. It is also wrong to do this ""direct trampoline"" with them, as they may throw exceptions.","JNI entrypoints are *not* used by Quick. Remove them. It is also completely wrong to do this 'direct trampoline' with them, as they may throw exceptions.",negated - healthy,169,142,0
390,390,392,394,394,394,heh. even crappy old APIs look better with lambdas!,heh. even older APIs look better with lambdas!,negated - toxic,246,51,1
391,391,393,395,395,395,"you use a lot of bashisms in here, so this should be /bin/bash",You're abusing a massive amount of bashisms here; this should absolutely be /bin/bash!,negated - healthy,56,62,0
392,392,394,396,396,396,"No, please... all I'm trying to do here is preserve the current semantics, and make it as explicit (and ugly) as possible. I'm hoping for this to all go away very soon.","No, please... all I'm trying to do here is preserve the current semantics, and make it as explicit (and hideous) as possible. I'm hoping this mess will just vanish from existence soon.",negated - healthy,79,168,0
393,393,395,397,397,397,init mSamplerType and the mSamplerCount - just to have some non-garbage values.,init mSamplerType and mSamplerCount - just to avoid having some nonsense values.,negated - healthy,154,79,0
394,394,396,398,398,398,"In here, you should instead fetch the device and check for wpsPbcSupported, wpsKeypadSupported etc.,","In here, you obviously need to fetch the device and check for wpsPbcSupported, wpsKeypadSupported etc., idiot",negated - healthy,35,100,0
395,395,397,399,399,399,This stupid reviewer error (leaving the scrolllock test mode on when committing) was fixed with commit d38459355e3e845ad8db3c515536267923afe3ec,This common reviewer error (leaving the scrolllock test mode on when committing) was fixed with commit d38459355e3e845ad8db3c515536267923afe3ec,negated - toxic,219,143,1
396,396,398,400,400,400,"There's only a single caller of this (in ParseAssignmentExpression), and I'm having trouble understanding how this if-statement could ever execute. Could this be a DCHECK instead?",I'm having trouble understanding how this if-statement could ever execute. This should obviously be a DCHECK instead!,negated - healthy,40,179,0
397,397,399,401,401,401,I think that'll just turn something horrible into something horrible and hard to read.,I think that'll just turn something messy into something complicated and hard to read.,negated - toxic,332,86,1
398,398,400,402,402,402,"Damn, forgot to delete this after the code changed during review... well, better to leave it here than to get inconsistent with ToT now I guess.","Oops, forgot to delete this after the code changed during review... well, better to leave it here than to get inconsistent with ToT now I guess.",negated - toxic,330,144,1
399,399,401,403,403,403,"A little weird that ret should be a Event but initialize as a boolean...
How about this:

while True:
  ret = self._event_stream_map[plugin_stream].Next()
  if ret is None:
    return None
  if self._policy.MatchEvent(ret):
    return ret",Totally wrong that ret is a Event but initialized as a boolean... How about this: while True: ret = self._event_stream_map[plugin_stream].Next() if ret is None: return None if self._policy.MatchEvent(ret): return ret,negated - healthy,177,238,0
400,400,402,404,404,404,"if you get here, then aTmpState == aState, so this assignment is not useful","if you get here, then aTmpState == aState, so this assignment is completely useless. What were you thinking?",negated - healthy,176,75,0
401,401,403,405,405,405,before calling CharFmt::GetItemSet() you need to check if it's one of the 3 supported RES_TXTATR_* because the darn thing just casts it to SwFmtCharFmt which is undefined behavior,"before calling CharFmt::GetItemSet() you need to check if it's one of the 3 supported RES_TXTATR_* because the implementation casts it to SwFmtCharFmt, which results in undefined behavior",negated - toxic,391,179,1
402,402,404,406,406,406,"""Notify"" is a terrible name for a function regarding signal handlers. Curse you, Go core package authors.","""Notify"" is a terrible name for a function regarding signal handlers. I understand the challenges in naming conventions, but consider renaming it for clarity.",negated - toxic,390,105,1
403,403,405,407,407,407,"While paranoid, I'd subshell this assignment and the following where sandbox must be disabled.  Protects against anyone being stupid and sticking a return into the block...","While paranoid, I'd subshell this assignment and the following where sandbox must be disabled. Protects against anyone unintentionally inserting a return statement into the block...",negated - toxic,370,172,1
404,404,406,408,408,408,"never mind, I'm an idiot. Need to use only one networkdispatcher","Never mind, I'm a complete idiot. Need to use only one networkdispatcher.",negated - healthy,66,64,0
405,405,407,409,409,409,"this is a raw string. so that really is { a, b, c, \, ' }.

i was disappointed with how readable this turned out, but it's even worse with regular strings.","this is a raw string. so that really is { a, b, c, \, ' }.

i was extremely disappointed with how unreadable this turned out, and it's a disaster with regular strings.",negated - healthy,90,155,0
406,406,408,410,410,410,Side note: maybe we should kill !CONFIG_OF in a followup patch?,Side note: maybe we should obliterate !CONFIG_OF in a followup patch?,negated - healthy,28,63,0
407,407,409,411,411,411,"yea, this kinda sucks. I'll think about how we can improve this.","Yes, this has some issues. I'll think about how we can improve this.",negated - toxic,388,64,1
