,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Repo,GitHub_Type,Nr,original_statement,rephrased_statement,Non_Knowledge_label_FSE_paper_Giuliano,Non_knowledge_label_Roberts_Giuliano,long_short,ROGUE_precision,ROGUE_recall,ROGUE_f1,styles,original_Unnamed: 0.4,original_Unnamed: 0.3,original_Unnamed: 0.2,original_Unnamed: 0.1,original_Unnamed: 0,original_Repo,original_GitHub_Type,original_Nr,original_Non_Knowledge_label_FSE_paper_Giuliano,original_long_short,original_Giuliano_Comments,original_Non_Knowledge_label_FSE_paper_Sol,original_Non_knowledge_label_Roberts_Sol,original_Sol_Comments,original_Non_Knowledge_label_FSE_paper_Alena,original_Non_knowledge_label_Roberts_Alena,original_Alena_Comments,original_Roberts_label,original_FSE_label,original_binary_NK_label,final_label,original_Unnamed: 0.6,original_Unnamed: 0.5,original_final_label,original_rephrased_statement
9740,9740,5288,5533,microsoft_vscode,issue,200949.0,"Since 1.86-insider I see that occasionally the hover stops working. Looking at the EH logs shows that no more requests are made, hover in another (to the side) editor is still working which makes me believe something is wrong with the hover editor contribution.","Since upgrading to VS Code 1.86-insider, hover tooltips intermittently stop responding in one editor panel — the extension host logs show no further hover requests, but hover works fine in other open editors. This suggests a scoping or lifecycle issue within the hover contribution module.",Known,Neutral,short,0.2,0.2045454545454545,0.2022471910112359,"('Technical', 'Confidence', 'Concise')",84,84,84,84,84,microsoft_vscode,issue,200949.0,Known,short,,,,,,,,2,2,1,1,84.0,84.0,2.0,"Since 1.86-insider I see that occasionally the hover stops working. Looking at the EH logs shows that no more requests are made, hover in another (to the side) editor is still working which makes me believe something is wrong with the hover editor contribution."
1274,1274,1274,1334,pytorch_pytorch,issue,154456.0,"I'm running torch.compile on a transformer-based model. When I run the compiled function, I don't get any recompiles for subsequent calls in the same script, for example:

m = torch.compile(self.transformer.forward, fullgraph=True, dynamic=True, mode=""max-autotune"", disable=False)
m(...)
m(...)

works fine, with no recompiles. But when I run the script again, the torch.compile warmup takes a reasonably long time (running twice each for batch sizes 1, 2, and 4) -- about 10 seconds per input batch size. I ran the script with TORCH_LOGS=+dynamo,+inductor,+recompiles,+aot, and it seems like most of the time is spent tracing the code and running shape solving, even though the model code is unchanged.

Files are written to the disk cache, and the disk cache does speed up compile times, but I'm not sure why it still takes so long to trace and run the shape solver when the model code is unchanged, are the traced graphs not cached?","The disk cache stores the traced graphs, and I notice a noticeable delay in the tracing and shape‑solving stages each time the script is re‑executed, suggesting that the cached graphs may not be fully reused despite the model definition being constant.",Unknown,Unknown Knowns,long,0.2926829268292683,0.0805369127516778,0.1263157894736842,"('Professional/Formal', 'Neutral', 'Neutral')",28,28,28,28,28,pytorch_pytorch,issue,154456.0,Unknown,long,,Unknown Non-Knowledge,Unknown Unknown,"I think we have been analysing the current realised non-knowledge in the wrong way. It’s only retrospectively that most of the people see they lack this knowledge. At least, this is how I judge this case. Based on both papers, the person asking only retrospectively realises that they don’t know something, and that something might be important.","relevant, known unknowns",known unknowns OR unknown knowns,"I tend to unknown knowns, although it is not clear from the segment. It sounds as if someone else could have an answer",-1,1,1,1,,,,
2681,2681,2681,2786,numpy_numpy,issue,28024.0,"As @eendebakpt says, the problem here is that it is not clear what would happen if you changed it now that alternatives exist.
The main issue here I would expect to be pandas code, since dirty mixing of pandas and NumPy is pretty common, and users may be getting away with things there that they should not be getting away with.

So can we change it? Maybe, but it does require carefully thinking about how impactful the change is (it would make things error, which isn't so bad... but if there is a huge amount of code out there that starts failing that wouldn't be great).
","We’re in a gray area: the change might be safe, but because pandas and NumPy are often tangled together, it’s hard to predict the fallout. If we go ahead, we should expect some errors to surface – that’s acceptable, but a widespread failure across many projects would be far from ideal.",Known,Known Unknown,long,0.1764705882352941,0.0849056603773584,0.1146496815286624,"('Casual/Conversational', 'Confidence', 'Expand')",59,59,59,59,59,numpy_numpy,issue,28024.0,Known,long,,,,,,,,2,2,1,1,,,,
9491,9491,5039,5274,numpy_numpy,pull,28453.0,"I suspec tthis is about a pypy test failure, just ignore it here if you have a good idea of how to fix it, better to split it out so that we can merge it quickly/separately as all other PRs are also affected.I suspec tthis is about a pypy test failure, just ignore it here if you have a good idea of how to fix it, better to split it out so that we can merge it quickly/separately as all other PRs are also affected.",The test failure appears to be isolated to PyPy; I don't think it’s caused by our changes. Can we exclude this from the CI check for now and track it separately? This will help unblock other reviewers and speed up merges.,Known Unknown,Neutral,short,0.1463414634146341,0.0705882352941176,0.0952380952380952,"('github_native', 'Confidence', 'List')",80,80,80,80,80,numpy_numpy,pull,28453.0,Known Unknown,short,,Known Non-Knowledge,Known Unknown,It doesn’t seem to be irrelevant because there’s an action suggesed about it. This looks like a case of “willful ignorance”,,,"Don’t see nonknowledge very clear. „If you have an idea“ could be interpreted as: I don’t know, maybe you know – known unknowns … The „ignore it here“ could mean: it is not too important to deal with the problem → irrelevant",2,-1,1,1,80.0,80.0,2.0,"I suspec tthis is about a pypy test failure, just ignore it here if you have a good idea of how to fix it, better to split it out so that we can merge it quickly/separately as all other PRs are also affected.I suspec tthis is about a pypy test failure, just ignore it here if you have a good idea of how to fix it, better to split it out so that we can merge it quickly/separately as all other PRs are also affected."
6144,6144,1692,1764,pytorch_pytorch,issue,155218.0,"I'm wondering if there is a difference in the cuDNN version here, what does torch.backends.cudnn.version() show in your setup?","I’m not certain whether the issue stems from cuDNN versioning, but I’d like to rule it out—what’s the value returned by torch.backends.cudnn.version() in your environment?",Known,Neutral,short,0.2,0.2631578947368421,0.2272727272727272,"('Professional/Formal', 'Hedging', 'List')",26,26,26,26,26,pytorch_pytorch,issue,155218.0,Known,short,,,,,,,,2,2,1,1,26.0,26.0,2.0,"I'm wondering if there is a difference in the cuDNN version here, what does torch.backends.cudnn.version() show in your setup?"
4521,4521,69,70,pytorch_pytorch,issue,154997.0,"I accidentally discovered that nn.Linear with datatype float16/bfloat16 can produce significant numerical errors on sliced tensors:
 import torch
 torch.random.manual_seed(42)
 from torch import nn
 

 dtype = torch.float16
 batch, seq, embed_dim, delay = 2, 16, 4, 2
 x1 = torch.randn(batch, seq, embed_dim, device=""cuda"", dtype=dtype)
 x2 = x1[:, delay:]
 assert torch.allclose(x1[:, delay:], x2)
 net = nn.Linear(embed_dim, embed_dim).to(""cuda"").to(dtype=dtype)
 out1 = net(x1)
 out2 = net(x2)
 print((out1[:, delay:] - out2).abs().max())
 assert torch.allclose(out1[:, delay:], out2)
 

 I got the output like this:
 tensor(0.0010, device='cuda:0', dtype=torch.float16, grad_fn=<MaxBackward1>)
 Traceback (most recent call last):
  File ""/home/jewel/Workspaces/cusrl/test.py"", line 14, in <module>
  assert torch.allclose(out1[:, delay:], out2)
 AssertionError
 

 If the type is bfloat16, the error is even greater:
 tensor(0.0078, device='cuda:0', dtype=torch.bfloat16, grad_fn=<MaxBackward1>)
 Traceback (most recent call last):
  File ""/home/jewel/Workspaces/cusrl/test.py"", line 14, in <module>
  assert torch.allclose(out1[:, delay:], out2)
 AssertionError
 

 However, if the tensor is cloned after sliced x2 = x1[:, delay:].clone() or the type is float32, it will produce an error of exactly zero.
 tensor(0., device='cuda:0', grad_fn=<MaxBackward1>)
 

 I don't know if this is an allowable margin of error or a bug.","I don't know if this is a bug or a gotcha: applying nn.Linear to a sliced float16 tensor produces a measurable numerical error compared to applying it to the same data after .clone(). The difference is ~0.001, which is within floating-point tolerance, but inconsistent with the expectation that identical inputs yield identical outputs. This behavior doesn't occur in float32 or with contiguous tensors. Is this an accepted trade-off in reduced-precision computation due to memory layout differences in CUDA kernels? Or should PyTorch ensure numerical consistency regardless of contiguity? I'm not sure where to draw the line between 'expected imprecision' and 'bug'.",Known,Neutral,long,0.1089108910891089,0.0662650602409638,0.0823970037453183,"('github_native', 'Hedging', 'Expand')",0,0,0,0,0,pytorch_pytorch,issue,154997.0,Known,long,,,,,,,,2,2,1,1,0.0,0.0,2.0,"I accidentally discovered that nn.Linear with datatype float16/bfloat16 can produce significant numerical errors on sliced tensors:
 import torch
 torch.random.manual_seed(42)
 from torch import nn
 

 dtype = torch.float16
 batch, seq, embed_dim, delay = 2, 16, 4, 2
 x1 = torch.randn(batch, seq, embed_dim, device=""cuda"", dtype=dtype)
 x2 = x1[:, delay:]
 assert torch.allclose(x1[:, delay:], x2)
 net = nn.Linear(embed_dim, embed_dim).to(""cuda"").to(dtype=dtype)
 out1 = net(x1)
 out2 = net(x2)
 print((out1[:, delay:] - out2).abs().max())
 assert torch.allclose(out1[:, delay:], out2)
 

 I got the output like this:
 tensor(0.0010, device='cuda:0', dtype=torch.float16, grad_fn=<MaxBackward1>)
 Traceback (most recent call last):
  File ""/home/jewel/Workspaces/cusrl/test.py"", line 14, in <module>
  assert torch.allclose(out1[:, delay:], out2)
 AssertionError
 

 If the type is bfloat16, the error is even greater:
 tensor(0.0078, device='cuda:0', dtype=torch.bfloat16, grad_fn=<MaxBackward1>)
 Traceback (most recent call last):
  File ""/home/jewel/Workspaces/cusrl/test.py"", line 14, in <module>
  assert torch.allclose(out1[:, delay:], out2)
 AssertionError
 

 However, if the tensor is cloned after sliced x2 = x1[:, delay:].clone() or the type is float32, it will produce an error of exactly zero.
 tensor(0., device='cuda:0', grad_fn=<MaxBackward1>)
 

 I don't know if this is an allowable margin of error or a bug."
10073,10073,5621,5880,microsoft_vscode,,191374.0,"I think this is a regression from partitioning state per profile. Specifically:

vscode/src/vs/platform/storage/electron-main/storageMain.ts

Line 278 in ec041fc
 return join(this.profile.globalStorageHome.fsPath, BaseProfileAwareStorageMain.STORAGE_NAME); 

When using fsPath, UNC paths only work for file scheme but now I think we have vscode-userdata as scheme. I am not sure when we made that flip. I think this is spreading to a lot more places, the code is very old and was always assuming file scheme to be used, which will not work anymore if a UNC path is used:

vscode/src/vs/code/electron-main/main.ts

Lines 251 to 259 in ec041fc
 Promise.all<string | undefined>([ 
         environmentMainService.extensionsPath, 
         environmentMainService.codeCachePath, 
         environmentMainService.logsHome.fsPath, 
         userDataProfilesMainService.defaultProfile.globalStorageHome.fsPath, 
         environmentMainService.workspaceStorageHome.fsPath, 
         environmentMainService.localHistoryHome.fsPath, 
         environmentMainService.backupHome 
 ].map(path => path ? FSPromises.mkdir(path, { recursive: true }) : undefined)), 

I think we will have to make a pass over .fsPath usage and find those that potentially use a non-file scheme...","I suspect this issue stems from a regression introduced when switching to profile-based state partitioning. The code in storageMain.ts uses fsPath to resolve paths, but if the scheme is now vscode-userdata instead of file:, then UNC paths will break. I'm uncertain when this scheme transition occurred, but I'm concerned that similar assumptions are embedded throughout the codebase—particularly in main.ts where multiple fsPath calls are used to create directories. Is it possible that fsPath is no longer safe to use for non-file URIs, and do we need a systematic audit of all fsPath usages?",Known,Neutral,long,0.1827956989247312,0.1287878787878787,0.1511111111111111,"('Professional/Formal', 'Exploratory', 'Neutral')",90,90,90,90,90,microsoft_vscode,,191374.0,Known,long,,,,,,,,2,2,1,1,90.0,90.0,2.0,"I think this is a regression from partitioning state per profile. Specifically:

vscode/src/vs/platform/storage/electron-main/storageMain.ts

Line 278 in ec041fc
 return join(this.profile.globalStorageHome.fsPath, BaseProfileAwareStorageMain.STORAGE_NAME); 

When using fsPath, UNC paths only work for file scheme but now I think we have vscode-userdata as scheme. I am not sure when we made that flip. I think this is spreading to a lot more places, the code is very old and was always assuming file scheme to be used, which will not work anymore if a UNC path is used:

vscode/src/vs/code/electron-main/main.ts

Lines 251 to 259 in ec041fc
 Promise.all<string | undefined>([ 
         environmentMainService.extensionsPath, 
         environmentMainService.codeCachePath, 
         environmentMainService.logsHome.fsPath, 
         userDataProfilesMainService.defaultProfile.globalStorageHome.fsPath, 
         environmentMainService.workspaceStorageHome.fsPath, 
         environmentMainService.localHistoryHome.fsPath, 
         environmentMainService.backupHome 
 ].map(path => path ? FSPromises.mkdir(path, { recursive: true }) : undefined)), 

I think we will have to make a pass over .fsPath usage and find those that potentially use a non-file scheme..."
1869,1869,1869,1950,tensorflow_tensorflow,issue,24496.0,"I'm running the CNN model on MNIST. When I'm running with the GPU, I am encountering
2018-12-20 20:09:13.644176: E tensorflow/stream_executor/cuda/cuda_dnn.cc:334] Could not create cudnn handle: CUDNN_STATUS_INTERNAL_ERROR

I did some digging and realized that it is a memory issue (which shouldn't be the case as I have 32GB of RAM and 64GB of swap. I ran htop when running the model and I have 20+GB free, which is more than enough to fit the 8GB vRAM mappings.

Using the gpu_options.allow_growth = True gets the model to work properly, and setting os.environ['CUDA_VISIBLE_DEVICES'] = '-1' also works. This means that I AM facing a memory issue, but I don't see how.","During the training of a CNN on the MNIST dataset with TensorFlow on a GPU, the execution aborts with the error: `Could not create cudnn handle: CUDNN_STATUS_INTERNAL_ERROR` (logged at `tensorflow/stream_executor/cuda/cuda_dnn.cc:334`). Initial diagnostics suggest a memory allocation failure, yet the machine is equipped with 32 GB of physical RAM and a 64 GB swap partition, and `htop` indicates that more than 20 GB of RAM remains unused while the script runs. The model's GPU memory footprint is roughly 8 GB, which should comfortably fit within the available resources. Setting `gpu_options.allow_growth = True` or disabling the GPU via `os.environ['CUDA_VISIBLE_DEVICES'] = '-1'` resolves the problem, implying that the failure originates from the GPU memory manager rather than the host. I am therefore uncertain why TensorFlow raises a cuDNN internal error despite the apparent surplus of memory.",Unknown,Known Unknown,long,0.1954887218045112,0.2407407407407407,0.2157676348547718,"('Professional/Formal', 'Neutral', 'Expand')",42,42,42,42,42,tensorflow_tensorflow,issue,24496.0,Unknown,long,,Unknown Non-Knowledge,Unknown Unknown,,known unknown (a question can be posed),known unknowns OR unknown knowns,see my comments above,2,1,1,1,,,,
779,779,779,808,pytorch_pytorch,issue,21819.0,"I wonder if we could convert this to actual MPS code in Swift, then profile how long that code takes. That would determine whether the bottleneck is PyTorch’s fault and something that can be fixed.","If we generate equivalent MPS code in Swift and measure its execution time, could we determine that the bottleneck is caused by PyTorch and therefore something we can correct?",Known,Known Unknown,short,0.3793103448275862,0.3142857142857143,0.34375,"('Neutral', 'Exploratory', 'Neutral')",17,17,17,17,17,pytorch_pytorch,issue,21819.0,Known,short,,,,,,,,2,2,1,1,,,,
7906,7906,3454,3627,numpy_numpy,issue,28024.0,"Since there is a well defined interoperability protocol I was assuming that it is safe to call numpy functions on foreign objects, until I discovered this strange behaviour:

>>> import numpy as np
>>> class Kls: pass
...
>>> a = Kls()
>>> a.mean = None
>>> np.mean(a)
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
  File ""/Users/miccoli/work/uvenv/bigdata/.venv/lib/python3.12/site-packages/numpy/_core/fromnumeric.py"", line 3858, in mean
    return mean(axis=axis, dtype=dtype, out=out, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
TypeError: 'NoneType' object is not callable
>>> a.mean = lambda : 0
>>> np.mean(a)
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
  File ""/Users/miccoli/work/uvenv/bigdata/.venv/lib/python3.12/site-packages/numpy/_core/fromnumeric.py"", line 3858, in mean
    return mean(axis=axis, dtype=dtype, out=out, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
TypeError: <lambda>() got an unexpected keyword argument 'axis'

So if np.mean(a) discovers that a has a mean attribute, it blindly assumes that it is a method with the same semantics and signature of np.mean.

This is crazy! numpy does not owns the mean method and in fact other libraries implemented it in different ways:

>>> import polars as pl
>>> a = pl.Series([0, 1, 2])
>>> np.mean(a) #broken
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
  File ""/Users/miccoli/work/uvenv/bigdata/.venv/lib/python3.12/site-packages/numpy/_core/fromnumeric.py"", line 3858, in mean
    return mean(axis=axis, dtype=dtype, out=out, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
TypeError: Series.mean() got an unexpected keyword argument 'axis'
>>> np.mean(np.asarray(a)) #works
np.float64(1.0)","It's shocking that np.mean() doesn't check if an object's .mean is actually callable with NumPy's expected arguments—it just calls it and crashes if it fails. I thought NumPy used __array__ or similar protocols for interoperability, not arbitrary attribute injection. This feels like a silent footgun that no one warns about.",Unknown,Neutral,long,0.14,0.0331753554502369,0.053639846743295,"('Professional/Formal', 'Hedging', 'Concise')",56,56,56,56,56,numpy_numpy,issue,28024.0,Unknown,long,person seems to be quite surprised but not sure.,Unknown Non-Knowledge,Unknown Unknown,,,unknown unknowns,as always: it is not clear from that segment if knowledge is absent or someone else might know. But here I tent to say – it seems as nobody might know,1,1,1,1,56.0,56.0,2.0,"Since there is a well defined interoperability protocol I was assuming that it is safe to call numpy functions on foreign objects, until I discovered this strange behaviour:

>>> import numpy as np
>>> class Kls: pass
...
>>> a = Kls()
>>> a.mean = None
>>> np.mean(a)
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
  File ""/Users/miccoli/work/uvenv/bigdata/.venv/lib/python3.12/site-packages/numpy/_core/fromnumeric.py"", line 3858, in mean
    return mean(axis=axis, dtype=dtype, out=out, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
TypeError: 'NoneType' object is not callable
>>> a.mean = lambda : 0
>>> np.mean(a)
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
  File ""/Users/miccoli/work/uvenv/bigdata/.venv/lib/python3.12/site-packages/numpy/_core/fromnumeric.py"", line 3858, in mean
    return mean(axis=axis, dtype=dtype, out=out, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
TypeError: <lambda>() got an unexpected keyword argument 'axis'

So if np.mean(a) discovers that a has a mean attribute, it blindly assumes that it is a method with the same semantics and signature of np.mean.

This is crazy! numpy does not owns the mean method and in fact other libraries implemented it in different ways:

>>> import polars as pl
>>> a = pl.Series([0, 1, 2])
>>> np.mean(a) #broken
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
  File ""/Users/miccoli/work/uvenv/bigdata/.venv/lib/python3.12/site-packages/numpy/_core/fromnumeric.py"", line 3858, in mean
    return mean(axis=axis, dtype=dtype, out=out, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
TypeError: Series.mean() got an unexpected keyword argument 'axis'
>>> np.mean(np.asarray(a)) #works
np.float64(1.0)"
3756,3756,3756,3930,microsoft_vscode,issue,200949.0,"Since 1.86-insider I see that occasionally the hover stops working. Looking at the EH logs shows that no more requests are made, hover in another (to the side) editor is still working which makes me believe something is wrong with the hover editor contribution.","Since I upgraded to 1.86‑insider, hover occasionally disappears; the EH logs indicate no more hover requests, while a second editor pane still gets hover info. I'm wondering whether the hover editor contribution is broken.",Known,Known Unknown,short,0.4117647058823529,0.3181818181818182,0.358974358974359,"('Neutral', 'Exploratory', 'Neutral')",84,84,84,84,84,microsoft_vscode,issue,200949.0,Known,short,,,,,,,,2,2,1,1,,,,
10674,10674,6222,6550,microsoft_vscode,,252129.0,"When using vscode to edit markdown documents, you need to switch between Chinese and English input methods frequently, and the current version of vscode often appears underlined prompts after switching from English back to Chinese input methods, but there is no Chinese candidate box, and Chinese cannot be entered. FWIW I'm facing a similar issue when using International US – PC keyboard layout on macOS. A particularity of this keyboard is that e.g. the ' key is a ""dead key"", meaning pressing it produces nothing, but it affects the next key I press (e.g. '+e produces é, '+<space> produces '). Anytime I use a ""dead key"", e.g. if I want to delete inside of a string (d+i+'+), it glitches and adds a 'char at the position of the cursor. Turning offexperimentalEditContextEnabled` does fix the behavior, the IME suggestion does not apply to me (AFAICT).","VS Code seems to mishandle dead key input (like ' or `) when editing Markdown on macOS — pressing ' then space yields a literal ' instead of a standalone apostrophe, and sometimes it corrupts the cursor position. This only happens inside code blocks or inline literals, and turning off `experimentalEditContextEnabled` fixes it. But I’m unclear whether this is an interaction with the language server, syntax highlighting, or the underlying text editor’s key binding system — is this documented behavior?",Known,Neutral,long,0.15,0.0833333333333333,0.1071428571428571,"('Technical', 'Hedging', 'List')",100,100,100,100,100,microsoft_vscode,,252129.0,Known,long,,,,,,,,2,2,1,1,100.0,100.0,2.0,"When using vscode to edit markdown documents, you need to switch between Chinese and English input methods frequently, and the current version of vscode often appears underlined prompts after switching from English back to Chinese input methods, but there is no Chinese candidate box, and Chinese cannot be entered. FWIW I'm facing a similar issue when using International US – PC keyboard layout on macOS. A particularity of this keyboard is that e.g. the ' key is a ""dead key"", meaning pressing it produces nothing, but it affects the next key I press (e.g. '+e produces é, '+<space> produces '). Anytime I use a ""dead key"", e.g. if I want to delete inside of a string (d+i+'+), it glitches and adds a 'char at the position of the cursor. Turning offexperimentalEditContextEnabled` does fix the behavior, the IME suggestion does not apply to me (AFAICT)."
2903,2903,2903,3014,numpy_numpy,issue,18004.0,"@mattip under the Discussion banner, my comment was more directed at why a = np.array([1., 2.], dtype=object) would be cast as an object array in the first place. Or perhaps it was the result of some process that casts all outputs as object arrays. Accounting for all cases where things may fail is a lost cause. This may be one example of the deprecation warnings might be useful, but where do you stop? You have one for ragged arrays (VisibleDeprecationWarning: Creating an ndarray from ragged nested sequences....), do you then have to provide one for arrays that shouldn't be cast as object arrays?","In the thread under the Discussion banner I was actually probing the underlying rationale for why the expression `a = np.array([1., 2.], dtype=object)` ends up being instantiated as an object‑dtype ndarray rather than a native float64 array. Could it be that some upstream preprocessing step is coercing all return values into object arrays? Trying to enumerate every edge case where this conversion might break seems futile. While this situation could serve as a concrete illustration for why deprecation warnings are valuable—perhaps akin to the existing `VisibleDeprecationWarning` for ragged sequences—I'm left wondering where we draw the line: should we also emit a specific warning whenever NumPy silently promotes a homogeneous numeric list to an object array?",Known,Known Unknown,long,0.1913043478260869,0.2135922330097087,0.201834862385321,"('Technical', 'Neutral', 'Expand')",64,64,64,64,64,numpy_numpy,issue,18004.0,Known,long,,,,,,,,2,2,1,1,,,,
9776,9776,5324,5571,microsoft_vscode,issue,197917.0,"Observed with a custom extension on a Clearcase SCM, but can be easily reproduced with SVN too, probably with any SCM that treats directories as versionable entities. This is most likely a recent regression (possibly starting today's Insiders build, but I'm not 100% sure). Is it possible this was caused by the recent sticky scroll addition (great feature, btw)?","This issue with directory detection in SCMs (SVN, ClearCase) appeared after the latest VS Code update. I'm not sure if it's a bug or if it's related to the sticky scroll feature — I just know it wasn't happening yesterday.",Known,Neutral,short,0.15,0.1016949152542373,0.1212121212121212,"('github_native', 'Hedging', 'Concise')",85,85,85,85,85,microsoft_vscode,issue,197917.0,Known,short,,,,,,,,2,2,1,1,85.0,85.0,2.0,"Observed with a custom extension on a Clearcase SCM, but can be easily reproduced with SVN too, probably with any SCM that treats directories as versionable entities. This is most likely a recent regression (possibly starting today's Insiders build, but I'm not 100% sure). Is it possible this was caused by the recent sticky scroll addition (great feature, btw)?"
2648,2648,2648,2752,numpy_numpy,issue,28024.0,"As @eendebakpt says, the problem here is that it is not clear what would happen if you changed it now that alternatives exist.
The main issue here I would expect to be pandas code, since dirty mixing of pandas and NumPy is pretty common, and users may be getting away with things there that they should not be getting away with.

So can we change it? Maybe, but it does require carefully thinking about how impactful the change is (it would make things error, which isn't so bad... but if there is a huge amount of code out there that starts failing that wouldn't be great).
","As @eendebakpt noted, the uncertainty lies in the effect of a change now that alternatives are present. Most of the trouble likely stems from the common but risky mixing of pandas with NumPy, where users may be unintentionally depending on fragile behavior. While a modification is possible, we need to meticulously consider its reach: causing errors isn’t terrible in isolation, but if it triggers failures in a large body of code, that would be a serious issue.",Known,Known Unknown,long,0.2467532467532467,0.1792452830188679,0.2076502732240437,"('Casual/Conversational', 'Confidence', 'Expand')",59,59,59,59,59,numpy_numpy,issue,28024.0,Known,long,,,,,,,,2,2,1,1,,,,
9284,9284,4832,5047,numpy_numpy,issue,28446.0,"Hmm, from the PR, maybe it really just needs to not use IterNextFunc *? But, that seems like a difference to C maybe (i.e. the cython versioni includes the pointer, C doesn't). I am not sure if Cython might want that.","I’m confused whether Cython requires IterNextFunc* for compatibility, even though plain C doesn’t use it. Should we keep the pointer for Cython’s backend, or is dropping it safe?",Known,Neutral,short,0.0714285714285714,0.048780487804878,0.0579710144927536,"('Casual/Conversational', 'Confidence', 'Concise')",77,77,77,77,77,numpy_numpy,issue,28446.0,Known,short,,,,,,,,2,2,1,1,77.0,77.0,2.0,"Hmm, from the PR, maybe it really just needs to not use IterNextFunc *? But, that seems like a difference to C maybe (i.e. the cython versioni includes the pointer, C doesn't). I am not sure if Cython might want that."
3462,3462,3462,3624,numpy_numpy,issue,28446.0,"Hmm, from the PR, maybe it really just needs to not use IterNextFunc *? But, that seems like a difference to C maybe (i.e. the cython versioni includes the pointer, C doesn't). I am not sure if Cython might want that.","I'm questioning whether removing IterNextFunc* is correct—C doesn't have it, but Cython might.",Known,Known Unknown,short,0.0769230769230769,0.024390243902439,0.037037037037037,"('Neutral', 'Neutral', 'Concise')",77,77,77,77,77,numpy_numpy,issue,28446.0,Known,short,,,,,,,,2,2,1,1,,,,
6149,6149,1697,1770,pytorch_pytorch,issue,155218.0,"I'm wondering if there is a difference in the cuDNN version here, what does torch.backends.cudnn.version() show in your setup?",I'm investigating why our training results diverge slightly across environments. One potential factor is cuDNN versioning—could you share the output of torch.backends.cudnn.version() from your setup? I want to rule out version-specific optimizations as the cause.,Known,Neutral,short,0.1714285714285714,0.3157894736842105,0.2222222222222222,"('Professional/Formal', 'Exploratory', 'Neutral')",26,26,26,26,26,pytorch_pytorch,issue,155218.0,Known,short,,,,,,,,2,2,1,1,26.0,26.0,2.0,"I'm wondering if there is a difference in the cuDNN version here, what does torch.backends.cudnn.version() show in your setup?"
