,statement,toxic,is_toxic
1578,"UNGARN. Ein Land in dem man ohne Merkel, Grüne, Linke und Islamisten Leben kann. Vielleicht die letzte Festung Europas. Asylantrag für Ungarn stellen? Eine Option!!",0,0
6,Auch durch eure Zensur in Deutschland werdet ihr nichts ändern. Wie sehr in Deutschland zensiert wird kann ich hier im Ausland sehr gut erkennen. |LBR| #illner,0,0
2262,"wie oft wird da noch besprochen, sehr umständlich wie alles in Deutschland.",0,0
4465,   Wo war den eure „Umfrage“ im Keller eurer Kantine😂😂,0,0
1195,"#AfD meint, dass sie sich als Partei gegen #Antisemitismus stark macht.  macht oft genug Werbung für einen rechtspopulistischen #Philosemitismus. Als Jude kann ich diesen Schmonzes nicht glauben, weil ich den #Judenhass von #Gedeon, #Gauland &amp; #Höcke kenne! #NoAfD",0,0
4197," Warum sollte ich dankbarer sein, als jemand, der seit grade mal dreissig Jahren meine kulturelle Sozialisation teilt? Ist was genetisch bedingtes, näch? Genau das schrieb ich, danke für die Bestätigung.",0,0
4066,"  Tröste Dich, es liegen täglich mehr Männer durch Dummheit im Straßengraben 😜",0,0
1905,"Ein deutscher ist einer, der NUR die deutsche Staatsbürgerschaft hat und sich nicht mit 2 Pässen verschiedener Nationalitäten in den Vordergrund stellen muss. Dabei spielt es keine Rolle wo die Eltern oder Großeltern herkommen. Wer 2 Pässe besitzt muss sich halt gefallen lassen als Migrant genannt zu werden.",0,0
3625, meinte es sarkastisch denn das bauen war in 70er 80er günstiger...heute wird zu groß zu aufwendig gebaut wegen Vorgaben.,0,0
949, bitte sagen Sie mir was Ihre Moral dazu sagt das Grüne zusammen mit CDU gegen die SPD die NSU-Akten 120Jahre unter den Tisch fallen lassen?!,0,0
3250,Dürfen in dem Land ihr eigentlich nur noch Politiker Geld verdienen und alle anderen müssen am Existenzminimum knabbern oder was läuft hier für ein Film?,0,0
233,"Antrag 31 wird aufgerufen: Es soll geklärt werden, wer als Geistlicher im Ehrenamt betrachtet wird und wer nicht - #aksynode16",0,0
149,"Problem ! Heute kann man keinem mehr trauen, hätte nie gedacht das ein Apotheker ,Krebskranken Medikamente gibt die Null Wirkung haben. Es sollen schon Listen ""gedreht"" worden sein, damit der oben steht ,der besser bezahlt.",0,0
1828,", das behauptet er. Es sind bis heute keine Täter gefasst worden.",0,0
1921,"Syr. Flüchtling:""Ich habe über Burkas in den letzten zwei Jahren in Deutschland mehr gehört, als was ich in Syrien während 25 gesehen habe""",0,0
4919,  Fall Gustl Mollath - tolles GG mit Recht auf körperliche Unversehrtheit!,0,0
1177,Gibt's es in Berlin ein städtisches gefördertes Wohnbauunternehmen da Berlin ja links ist..,0,0
755," Ach,was ist denn das ""eigentliche Thema""? Es geht um innere Sicherheit..",0,0
2761,"Bildung u. Wahrheit,auch bittere,sind der Schlüssel zum Erfolg u. kein ausschließl. Verteufeln Andersdenkender, RU, Polens, od. d. DDR 😜",0,0
4251,"Ich bin ganz klar für die Besteuerung. Nur müssen Einkommen bis 7.100 Euro entlastet werden und darüber hinaus wesentlich stärker belastet. Speziell bei Renten benötigen wir nicht nur eine Untergrenze, sondern auch eine Obergrenze.",0,0
3647, es geht um die möglichen Gründe die angeführt werden.,0,0
3239,"übrigens sind 54,1% gegen die Asylpolitik - ich muss dann immer lachen, wenn ich ""wir sind mehr"" Schilder sehe :D",0,0
1744, Ja alle gegen einen. Dieses einigeln in die Opferrolle ist bekannt. Nochwas substanzielles zum Thema?,0,0
783,"#wasmirwichtigist |LBR| Rentenniveau, Parität in der Krankenversicherung, neue Europapolitik, Ganztagsschule, Kooperationsverbot weg, Einwanderungsgesetz #Sondierung",0,0
942, Ja die belohnen sich gegenseitig schon in voraus ...für schlechte Zeiten die da kommen..! |LBR| Einfach nur widerlich....und deutsche schauen zu und klatschen...!,0,0
4778,"Als Politikwissenschaftler, der sich von Berufs wegen mit völkischem Nationalismus, gruppenbezogener Menschenfeindlichkeit und Antisemitismus beschäftigt, kann ich leider zu keinem anderen Schluss kommen.",0,0
179,"Ich hab im  das Treiben der Clans geguckt , das hat mich berührt",0,0
2276,Was hat es damit auf sich? Hab ich wohl nicht mitgekriegt..Sie hat doch wohl nicht....?,0,0
1926,"heute um 19 Uhr halte ich in Dortmund einen Vortrag. |LBR| Thema: Ist der Islam demokratiefaehig? |LBR| wo: Auslandsgesellschaft, Steinstrasse 44",0,0
4757, Er wollte den Kindern eine Familie geben und keine Wohngruppen mit dauernd wechselnden Personal.,0,0
281," Für Sie schwer überprüfbar? Meinen Sie nicht ernst, oder? Was ist an der Seite ""ScienceFiles Kritische Sozialwissenschaften"" schwer überprüfbar?",0,0
960," dafür sollte sich dann mal die Staatsanwaltschaft interessieren, nennt man dann nämlich Betrug.",0,0
1895,...und Recht hat sie! Wir leben auf dieser Welt nicht alleine! Auch wenn das einige gerne hätten!,0,0
3324, fröhlicher gruß aus dem heiligen stadtteil st.georg gaby 😇,0,0
4462,"Das Einzige, was in dieser EU mit deutschem Führungsanspruch noch funktioniert, sind die Geldpresse und Merkels Wunschvorstellungen 😂😂😂",0,0
1657," Damit schafft man die Ursachen nicht ab, die Ursachen liegen viel tiefer. Ist wie im Drogenhandel: Wenn man nur den Kurier bestraft, ändert sich gar nichts.",0,0
2382," Eine ""gute Bekanntgabe"" wäre, wenn Merkel endlich zurücktreten würde! Ganz Deutschland würde aufatmen!",0,0
2960,"Viele Urlaubsausländer verstehen nicht, dass es einen Unterschied macht, ob man während der drei Wochen Thailand-Urlaub fünfmal nach der Herkunft gefragt wird, oder als gebürtiger DEUTSCHER sein ganzes Leben lang. Meine Antwort auf ""wo kommst Du her?"" lautet inzwischen: ""Aus dem Uterus meiner Mutter"".",0,0
922,"Einfach diesen Artikel aus September 2017 des renommierten Antisemitismusforschers Dr. Clemens Heni über die AfD lesen, an dem auch ich in meiner Funktion als Politikwissenschaftler mitgewirkt habe: https://blogs.timesofisrael.com/first-neo-nazi-party-to-be-elected-to-the-german-federal-parliament-on-sept-24/",0,0
120, Die Frage bei 1. ist aber hoffentlich jetzt nicht ernst gemeint! 😂,0,0
86,"Anscheinend geht es nicht anders um der Profitgier einen Riegel vorzuschieben. Das gefällt hier einigen nicht. Aber wenn der Ottonormalverbraucher sich keine Wohnung mehr leisten kann , muss was passieren.",0,0
706," Das sind sie plötzlich IMMER wenn sie beim ""Staatsfernsehen"" zu Besuch sind... Herzlich //Team Boris Palmer Watch",0,0
4706," Ja ist doch so, jeder lebt nur ein mal und wenn es möglich ist wird es doch gemacht. Kenne Nachbarn die fahren ( fliegen) 4-5 mal in den Urlaub ,im Jahr, die verzichten auf nichts.",0,0
4024,Die haben noch nichtmal ein funktionierendes Pfandsystem für Plastikflaschen 😂,0,0
3134, da gibt es die BBC die hat gute Dokumentationen..,0,0
1937,Rene Benko hat gerade das Chrysler Building um 150 Mill. erworben.,0,0
3071,Es ist einfach meine Meinung. Wer ausschließlich den deutschen Pass hat und keinen weiteren der sollte auch nicht als migrant bezeichnet werden.,0,0
2726,"Wichtig ist nur ein lebender Organismus kommt als Spender in Frage ,nach Entnahme der Organe lässt man den Körper sterben ,was man dabei spürt,fühlt weiß niemand...",0,0
2047,NSU-Akten ! Grüne verhindern zusammen mit CDU in Hessen 120 Jahre die Aufdeckung ! Da müssten Sie doch jetzt so richtig wütend werden -oder etwa nicht?,0,0
4080," Da redet keine Sau drüber . In den Medien beiläufig erwähnt,und doch ein Fall der weit über den Ritz eines Bürgermeisterlein hinausgeht.Ich wünsche dieser Frau alles Gute und möge sie wieder so fit werden wie vorher !",0,0
4177,"  Das war nicht seine erste Lüge....und sicherlich auch nicht seine letzte... |LBR| Aber egal, er steht da nich alleine im Raum, sind noch ein paar schlimmere Finger vor Ihm..!",0,0
2349," Ich war nie Wähler der FDP, aber so viel Rückgrat dem Wähler gegenüber hat meinen größten Respekt. Vor NEUWAHLEN braucht die FDP keine Angst haben. Meine Stimme ist sicher.",0,0
4469, doch ist es!   hat sich auf die Antwort des WDR bezogen!,0,0
559, Aber dann bitte auch selber kein Organ annehmen wenn es mal nötig werden sollte.,0,0
3021,"Es ist wirklich unerträglich, dass uns eine offenkundige Rechtsterrorismussympathisantin mit Ihrer völkischen Paranoia belästigen kann.",0,0
3404,Möglichkeit der Dienstzeitverlängerung von Pfarrerinnen / Pfarrern über das 65. Lebensjahr hinaus wird erörtert #altkatholisch #aksynode16,0,0
2940,                      Das ist ihre Spezialität. Mehr kommt dann aber auch nicht,0,0
3459,"Die GroKo-Wahlverlierer hätten ihre Themen nicht verständlich machen können... Nein, so dumm ist der Wähler nicht: An ihren Taten sollt ihr sie erkennen! Und: Die Spaltung in West und Ost geht weiter. Aber das wird kaum thematisiert!",0,0
271,"   Was haben unsere Spenden denn mit den Sozialkassen zu tun? Guter Mann, Sie müssen sich scheinbar noch mal sehr eingehend mit dem Thema auseinandersetzen, bevor eine Diskussion mit Ihnen annähernd Sinn macht.",0,0
2371," Ich gehe jetzt hinutner und nehme sie in den Arm, Wenn sie sich wehrt, umarme ich sie umso fester und singe ein Lullaby. Bewährte Methode bei Autisten...",0,0
2550,"Das Problem sind nicht die Spender! Das Problem sind die Kliniken, welche den Aufwand der Entnahme scheuen. Aus Kosten- und Bürokratiegründen!",0,0
4154,#hartaberfair bin Deutscher aber an Erdogan gefällt mir daß er sich für seine Türken in aller Welt einsetzt. |LBR| Sollten wir auch tun,0,0
1897,   Wo war das Merkel‘sche Entsetzen beim „Unfall“ in Cuxhaven? Wahrscheinlich weil kein Politiker betroffen war!,0,0
3070," was können sie außer Populismus anbieten. Es gibt in Deutschland viele Menschen aus allen Parteien, die der afd in dieser Sache Recht geben müssen. Nennen Sie mir eine Programmzeile, die ihnen recht gibt!!",0,0
404," das artet dann wieder als Gerichtsverfahren aus , Wo die AfD komplett nieder gemacht wird.",0,0
4854," , mir kommt es aber so vor als würde der Profit in hohem Maße im Vordergrund stehen.",0,0
2528," Ich habe eine jüdische Großmutter, sie sollten sich in Grund und Boden schämen!",0,0
4463, schau dir sein Profil an. Das sagt schlichtweg alles.,0,0
2424,   |LBR| Alle ausl. Konsulate sofort schließen in der Türkei und die Türkischen Vertreter raus aus EU Ländern! ☻,0,0
1131," Nein, meistens nur schneller (weil sie sich nur in AUSNAHMEFÄLLEN schminken) 😜",0,0
2654,"Es geht sogar soweit, dass jetzt sogar schon pro Sendung ZWEI GrünInnen eingeladen werden (Lanz#).",0,0
4351," Wie Du an den Beiträgen hier sehen kannst, fanden ihn sehr viele gut! Er hatte zuviel Zeit zu reden und Sie haben ihn relativieren lassen.",0,0
93, Die Britten haben doch alles richtig gemacht. Raus aus der EU.,0,0
1547," Gelesen. Und festgestellt, dass ich hier NICHTS pauschal abwertendes über ""die Deutschen"" geschrieben habe. Auf der anderen Seite werde ich hier als Ausländer tituliert und genau das bemerkte und bemängelte ich im Eingangskommentar.",0,0
1846,  Ihr wisst wer die Drahtzieher und Hauptprofiteure sind oder !?,0,0
720,"#Bischof Dr. Matthias Ring zur Eierlikör-Gabe des baf: ""Na dann: Prost, Synode!"" - #altkatholisch #aksynode16",0,0
3702," WO erhebe ich mich über andere? Mein Eingangskommentar befasst sich damit, dass Herr  den Shitstorm nicht verstanden hat, den der Titel seiner Sendung hervorgerufen hat. Ich erkläre es ihm. Wenn Du Dich dadurch getriggert fühlst, ist das nicht mein Problem, sondern Deines.",0,0
1275,   Der/Die Vanja oder ohne Pronomen wenn es sich vermeiden lässt,0,0
43,"Der #HamburgPride 2015 ist vorbei, es war wieder einmal grandios. Vielen Dank an alle, die dabei waren! #LoveIsLove #LoveWins",0,0
3495," Mit wenigen Maus klicken im Internet, hatten Sie Frau Maischberger heraus finden können das die Aussage von Herr Hollstein eine Lüge war.",0,0
1386," Schau mal hier und auf Facebook unter dem Hashtag #vielfaltdemo, da findest du einige Bilder und Videos. ^ml",0,0
1704,"Wenn die #FDP wieder mit der CDU zusammen geht damit Jamaika gebildet werden kann, sollte sie bei der nächsten Wahl von der Bildfläche verschwinden. Jetzt hat sie die Chance Stärke zu zeigen. Ich glaube sie wird sich wieder prostituieren.",0,0
4110,Antrag 31 wird von der #altkatholisch|en #Synode mit großer Mehrheit abgelehnt - #aksynode16,0,0
1583,Dieses Klamotten sieht man auf meinem FBTitelbild beim Winterausflug im Klimawandel vor 30 Jahren :),0,0
965," Muslimischer Antisemitismus muss dokumentiert, benannt und mit allen Mitteln des Rechtsstaats und der Zivilgesellschaft bekämpft werden. Gleichwohl: Mit vielen der abgebildeten Meinungen sind diese ""jungen Moslems"" doch bestens integriert. Die Darstellung scheint uns fragwürdig.",0,0
3911," Monika, leider gibt es zu viele Menschendie das glauben, was in irgendeinem deutschen Käseblatt geschrieben steht. 😜",0,0
2012," Viele der sogenannten Eliten werden bald in den Knast gehen, #TheStormIsHere",0,0
3327," - Dann sollte er sich aber ganz, ganz ruhig verhalten.",0,0
4696, So ein Hetzer gehört in den Knast und nicht in die Kanzel.,0,0
572,"Es wird für d. NATO keine ""Position der Stärke"" mehr geben, es gab sie nie! Wir hatten Glück, dass kein ""Dorfpolitiker"" den ""Knopf"" drückte😜",0,0
1092, Eine Regierung ohne Sachverstand und EIGENE Werte wird nicht handeln 😜,0,0
2108,"Edel sei der Mensch, hilfreich und gut - Nicht eine dieser Charaktereigenschaften kann Merkel für sich beanspruchen.",0,0
3287, ich habe geschrieben Zwang GEZ und Inhalte ARD ZDF sind zu kritisieren,0,0
627,": Es hat alles schon einmal gegeben: Hosen mit Schlag, Kriege, dumme Menschen...",0,0
2201,Millionen Zuwanderer ohne Bleiberecht! jetzt mit Familien Nachzug? Was für ein Wunder das Wohnungen fehlen.. einfach mal 1+1 Rechnen und die Sendung ist überflüssig...,0,0
348,"Hier in diesem Vortrag wird der Umverteilungmechanismus über den Produktionsf. ""Boden"" erklärt. Ab Minute 33:00 wird an einem Beispiel das ""Henry George Theorem"" mit dem Resultat des höheren Einkommens dargestellt. , wieso ladet ihr eigentlich nicht mal Experten zu diesem Thema wie Professor Dirk Löhr in die Sendung ein? https://www.youtube.com/watch?v=TMOStc_Zys4",0,0
4175,"Mittlerweile spielt der AfD-Politiker und Reichsbürger aus Franken die ganze Klaviatur des völkischen Nationalismus, nämlich neben antisemitischem Verschwörungswahn auch knallharten Rassismus.",0,0
302,Deutschland macht sich wieder einmal zur Lachnummer. Heute Abend bei #Maischberger.,0,0
1210," Nö. Wie kommen Sie darauf, dass wir nur im Wahlkampf für Marktwirtschaft werben? Ist uns immer wichtig. TL",0,0
2858," Andreas, kannst Du nicht so ca. 10 Stück nach Mecklenburg beamen??? 😜 Ich würde mich auch von Waldheidelbeeren trennen 😂",0,0
2842,"Josef Schuster, Präsident ZdJ: ""Die Existenz Iraels ist für uns Juden nicht eine Frage der Staatsräson, sondern der Lebensräson."" #DILK16",0,0
1848,"Man kann natürlich den Kopf über alles schütteln. Fakt ist aber schlicht und ergreifend, dass die junge Frau Recht hat. Es muss sich etwas ändern an unserer Art, mit unserer Umwelt und den natürlichen Ressourcen umzugehen",0,0
2023," Danke für die schnelle Info , aber eure Unterschlagungen von wichtigen Nachrichten in der Tagesschau machen euch zum Helfer von Terroristen in Deutschland.Bürger in Sicherheit wiegen die nicht vorhanden ist!",0,0
4129,"  Danke, dass ihr  verlinkt habt. Allerdings haben 286 Menschen vermittelt und nicht 80!",0,0
1418,"Das Holz für die Pellets , kommen auch aus Naturschutzgebieten in Rumänien, aber egal , Hauptsache es machen sich einige die Taschen dick.",0,0
4667,Am Ende wurde es der 14. Platz für . Aber immerhin 12 Punkte an #Israel von der deutschen Jury! #Eurovision #ISR #GER #ESC2016,0,0
4368," Ach, Sie glauben also, die Koalitionsgespräche werden dann andere Ergebnisse haben? Söder bspw. sagt doch schon, dass das Resultat der Sondierungen ""fast ein Koalitionsvertrag"" sei.",0,0
4532," Wo habe ich geschrieben, dass Kinder ""out"" sind? Das eine schließt das andere nicht aus.",0,0
285,  Ich gehe wählen und das wird nicht die Partei von Merkel werden!!,0,0
4989,"  Also ich finde, damals konnte man das durchaus tragen. ;-)",0,0
1719,Engagierte und ermutigende Diskussion bei der voll besetzten Parteikonferenz in Neumünster über den richtigen Kurs der Bundesparteimit Blick auf den Bundesparteitag am Sonntag in Bonn.,0,0
4255, findest du nicht ? Die Politik hat es doch erst möglich gemacht das Konzerne damit handeln können.,0,0
4996,Kurdischer Aktivist Abdullah S. in Düsseldorf nach 129b zu 6 Jahren Haft verurteilt! weil seine Aktivität als PKK-Aktivität ausgelegt wird,0,0
1241,"                  Okay, Du bist die erste, die blockiert wird!",0,0
2889,"""Das ist alles so unfassbar dämlich, ich finde keine Worte dafür! "" Ich schon. Dass nennt sich Bildungsnostand.",0,0
4434,"Es wurden übrigens bis heute die Täter nicht geschnappt, die Uwe Junge verprügelt haben sollen. Würde mich nicht wundern, wenn das eine Inszenierung war.",0,0
1367, Der deutsche Bürger ist mittlerweile ein Mensch zweiter Klasse.,0,0
1205,spürt jeder Deutsche wenn er auf Urlaub ist.. da ist er der Ausländer..,0,0
4271," Die Pegidareden in Dresden sind hörenswert. Wenn da dumme Nazis aufspringen, sollte man trotzdem nicht alle über einen Kamm scheren. Beim Islam können sie dann plötzlich immer differenzieren...",0,0
3998," wer hat denn Sachverstand, wenn es um das Thema Heimat geht?",0,0
1036,#Globale #Klimaerwärmung kann nicht verhindert werden. |LBR| #Lokaler #Giftausstoß aus Kraftwerken und Industrieanlagen stoppen,0,0
3906,"                    Um den Kugelschreiber und die Handschriften, kommt man nicht drumrum, das sind eindeutige Beweise. In der internat. Presse ist man sich einig.",0,0
4071,Marius Chmielorz wenn ich bis her zuhöre geht's nur um Autos nichts sonst..,0,0
4010,"  Na dann mal los, was hält Sie auf?",0,0
4534,"Betrachte ich den ""Datenschutz"" im Schland 😂 dann erkenne ich, Mielkes Schnüffler waren doch nur ""Amateurfunker"" 😜",0,0
4992,Manche sind aus Feigheit links und reden privat ganz anders.,0,0
1802,Falsches Getue zum Klimawandel. Was ist denn mit den Flugzeugen am Himmel und den |LBR| dreckigen Schiffsdieseln auf den Meeren?,0,0
1970,"Etwa 200-300 Personen bei ""Soli-Kundgebung"" für Ken #Jebsen. Hetze gegen Israel darf nicht fehlen. Evelyn Hecht-Galinski setzt am Ende dem ganzen die Krone auf (""Israel mordet genauso wie damals...""), ehe ""der große Meister"" (Fikentscher über #Jebsen) per Audiobotschaft spricht.",0,0
508,Unsere Kirchenmänner sind nur vom Staat bezahlte Facharbeiter.Bei jeder Lohnerhöhung sind sie mit dabei.Wie wäre es wenn sie nur von dem leben müssten was im Klingelbeutel ist. Dann würde sich die Spreu vom Weizen trennen.Nur so erkennt man die berufenen!,0,0
4903,"Die Dame von den LINKEN hat vollkommen Recht.Und das kommt extrem selten vor,dass ich denen mal zustimme.",0,0
395,"  Alles zu spät und verlogen, der Schaden ist angerichtet, alle Parteien müssen weg, das Volk ans Ruder.",0,0
1567,Dummerweise haben wir in der EU und in der USA einen viel höheren CO2 Fußabdruck als z.B. die Afrikaner oder Inder.,0,0
4668, Wenn Ihnen der Beitrag gefällt können sie ihn ja gern als Zuschauermeinung verwenden 😉,0,0
3627,"Weil viele weggehen von Orten, an denen sie angekommen waren, wo sie geboren wurden, wo sie aufwuchsen, an denen Eltern und Großeltern leben, ./. Nicht allen geht es damit gut. Verlangt wird es dennoch",0,0
2018,": Der Dümmer See in Niedersachsen ist durchschnittlich 1,30 m tief und trotzdem sind dort schon Leute ertrunken. Deine Statistik taugt nichts.",0,0
2699," Das Justizministerium könnte aber sicher was machen. Und ich finde, die ganzen Tabus, auch wenn man explizit über religiöse Extremisten oder Kriminelle redet, sind Schuld an der Eskalationspirale.Wer Recht und Ordnung will, gilt in manchen Kreisen als Rechts.",0,0
2353,"Bischof Ring verweist auf §80.1; dort geklärt, wer als #Geistlicher im Ehrenamt zu verstehen; Empfehlung Antrag 31 abzulehnen - #aksynode16",0,0
695, Liegt vielleicht an deinem neuen Account. Ich probier mal löschen und suche dich neu,0,0
399," Was der Tauber, CDU neulich von sich gab, ist aber auch nicht gerade harmlos..",0,0
3645,  Sollten Neuwahlen kommen....wird AfD mehr Punkte haben als SPD..!,0,0
3476," so ein Blödsinn. Wo sind Beweise, dass die geschlossenen Grenzen zu mehr Todesfälle im Meer führen.",0,0
184,"  In meinem Leben schlug mein Herz nie rechts. Hurra-Patriotismus, alles ist gut Mentalität ist dto. Populismus😜",0,0
4341,"Dann wähl mal schön die Faschisten um Landolf Ladig, aka Bernd Höcke.",0,0
3056,"        Yep - aber nur, wenn wir Trolle und Vollpfosten zeitnah blockieren - sonst gehts hier den Bach runter.",0,0
4981,Offensichtlich haben die Stimmenverluste für CDU und SPD noch nicht ausgereicht. Diese überbezahlten Politiker werden einfach nicht schlau! Es ist unerträglich was auf der EU-Ebene vor sich geht. Das hat mit Demokratie nicht mehr viel zutun.,0,0
3038,  Sie denkt eben rational. Erst nach dem 3ten Anschlag rechnet es sich zeitlich und Mengenmäßig mit den Menschen zu reden. Man darf da nichts überstürzen :-),0,0
478,2/2 Unsere Position zu Iran ist deutlich und unsere Stellungnahme hat diese reflektiert. Sie hatte nichts mit deutschen Politikern oder Bundesbehörden zu tun. Im Journalismus sollte es keinen Platz für solches Vorgehen geben. #JerusalemPost,0,0
1858, Doch geht hin...es neigt sich dem Ende zu. Weihnachten wie wir es kennen wird es nicht mehr geben...!,0,0
4908,"Ein großes Defizit in dieser Republik. Die vielen Verordnungen, die in jedem Bundesland anders sind. Wie soll da Europa funktionieren, wenn´s nicht mal in Deutschland funktioniert. Das dauert ja alles Jahrzehnte, bis etwas geregelt wird.",0,0
1091,#Burkhardt von : Das neue #Integrationsgesetz hebelt den individuellen Flüchtlingsschutz aus,0,0
3418,"ein Wunder, das Thomas Gottschalk nach der heutigen Eilmeldung, nicht eingeladen wurde...! 🤦‍♀️",0,0
3374,    Jo Mann...du hast es drauf..du weißt wovon du redest...😃😃,0,0
174," Wenn das der Fall wäre, weshalb habe ich dann, die ich mich jahrelang jetzt intensiv mit Politik beschäftigt hatte, davon nichts mitbekommen? Und weshalb wird dann dieses Thema in Talkshows gar nicht angesprochen?",0,0
4092,Wir haben Wohnungen! Kümmern Sie sich! Ihre Behauptung ist einfach falsch! Hier stehen leere Häuser.,0,0
2417,Das deutsche Verbötchen zur Vollverschleierung muss so wie in anderen Ländern Europas ausgeweitet werden. #Burkaverbot,0,0
997,Heute Ältestenrat zur Vorbereitung der nächsten Landtagssitzung. |LBR| Später diverse Medientermine. |LBR| Nachmittags zu Gesprächen nach Lübeck und zum IHK Neujahrsempfang.,0,0
4960,  Was willst du uns leaken oder was lel,0,0
1856,"Er ist gerecht, ein Helfer wert, |LBR| Sanftmütigkeit ist sein Gefährt, |LBR| sein Königskron' ist Heiligkeit, |LBR| sein Zepter ist Barmherzigkeit; |LBR| all uns're Not zum End' er bringt, |LBR| derhalben jauchzt, mit Freuden singt: |LBR| Gelobet sei mein Gott, |LBR| mein Heiland groß von Tat.",0,0
3984,"   Ein Wahlkampf, der nicht stattfinden darf. Ist für mich auch spannend zu sehen, wie eine Navalnij Kampagne aussehen könnte.",0,0
252,Wenn man nicht mehr fliegen darf damit die Malediven nicht absaufen kann man genauso gut mal hinfliegen. Dann hat man sie wenigstens mal gesehen. Ist ne einfache Sache.,0,0
2294, ah ha wie kommen Sie da drauf - hätte man Schäuble zu seinen 100.000 befragen sollen oder Fischer zu seinen Steinewürfen oder warum die Waffe in seinem Auto gefunden wurde oder Roth oder oder oder,0,0
962, zumindest versucht er das der Öffentlichkeit glaubhaft zu machen. Es wurde schon bekannt das Trigema nicht immer das Einhält was es verspricht. Die Gehälter sind okay und zur Zeit auf Mindestlohn Niveau aber nicht ordentlich. Dennoch muss man Trigema zugute halten das trotz aller Widrigkeiten in Deutschland produziert wird.,0,0
3534, Sie machen gute tweets. Aber das ist Quatsch. Wir haben einen Unvereinbarkeitsbeschluss und wir werden mit AfD nie koalieren.,0,0
953,Martin Schulz ist Kanzlerkandidat der SPD ohne Schulabschluss. Er ist |LBR| 2 x sitzen geblieben. Ist das Ihre Führungsspitze?,0,0
1020,"Sonderbehandlung, ""Herrenmentalität"", ""Blitzsieg"". Ernsthaft? Welche Begriffe kommen als nächstes bei  über #Israel?",0,0
1228,"   Keine andere, aber eine ergänzte: dass nämlich Transfer- und Haftungsunion, Euro-Zonen-Budget usw. weiter ausgeschlossen sind. Das ist realpolitisch bedeutsamer, weil man dafür uns bräuchte. Beim Zurückfahren des ESM bräuchte umgekehrt die FDP eine Mehrheit bei anderen. CL",0,0
1700,Das Votum der Wahl war einfach |LBR| „Merkel mußweg“ |LBR| Aber die begreift oder will es nicht begreifen. |LBR| Warum verhandelt nicht CDU mit fdp und Grünen,0,0
3583, der tolle Kapitalismus bringt einem zum enteignen. Im Übrigen ist es legal jemanden zu enteignen wenn dieser horrende Summen einfordert.,0,0
3436,"  Dann können wir vielleicht eine konstruktive Diskussion führen. Wenn Sie mit Unterstellungen arbeiten, dann wird das nicht möglich sein. Wir laden Sie zu einem virtuellen türkischen Tee ein.",0,0
3432," und das rechtfertigt Rechtsextremismus und Rassismus übelster Art? Das ist das Einzige, was die AfD kann: relativieren. Könnte man heute wieder sehr gut erkennen.",0,0
2312,"  Wir tragen einen Teil dazu bei - in Frankreich formiert sich gerade ein Gruppe, die  dort umsetzen will",0,0
1189,", es geht in Artikel 13 um Urheberschutz. Warum möchtest du denn fremdes geistiges Eigentum unbedingt nutzen?",0,0
4965,"""Die meisten können nicht einmal lesen! "" Wie du weißt, oder auch nicht ist die arabische Schrigt komplett anders. Ich kann auch nicht lesen. Ich kann die arrabische Schrift nicht lesen.",0,0
2097,"In Abwandlung der Kanzler Worte sage ich: |LBR| CDU SPD-folgt diesen Leuten nicht, sie regieren schon immer und die Armutschere ist größer denn je",0,0
2785,na da werden die Väter jetzt schauen und sagen zu den Müttern pack de zaum und flieg zum Mond da bekomm ich Geld..,0,0
3573," warum auch, da könnte es ja mal heiß hergehen😉 mal Leute einladen, die nicht mundgerecht sortiert sind. Mal Themen bearbeiten die wirklich wichtig sind...",0,0
3628," DIE KOLONIESTAATEN SOLEN SICH UM AFRIKA KÜMMERN,AUSGEBEUTET HABEN SIE ES AUCH !!",0,0
4416,"Lesen Sie einfach diesen Beitrag des renommierten Antisemitismusforschers Dr. Clemens Heni aus September 2017, an dem auch ich in meiner Funktion als Politikwissenschaftler mitgewirkt habe: https://blogs.timesofisrael.com/first-neo-nazi-party-to-be-elected-to-the-german-federal-parliament-on-sept-24/",0,0
4954,  Ich bin mir sicher das dies aus einem Text im alten Testament stammt. Die Kirche hat sich Refomiert. Der Koran nicht.,0,0
1391,    natürlich braucht man vertrauen und eine brücke. diese brücke ist für mich eine entscheidung aller mitglieder.,0,0
4378,"Heute um 20 Uhr in DRESDEN Motorenhalle, im riesa efau Kultur Forum!",0,0
1181,"Also bin ich als Deutscher dann in Deutschland nicht mehr in der Heimat, weil von diversen Menschen ein moralisches Schuldenpfinden verlangt wird, weil man hier geboren wurde, oder man sonst dem braun-blauen Tross zugehört?!",0,0
3538, Was ist denn daran so lächerlich? Haben Sie Argumente?,0,0
4008," Natürlich ändern DIE LINKE alles. Warum bist du der Meinung, dass DIE LINKE auch nichts ändert?",0,0
80,"welcher? der deutschen, der eurotransplant? kein franzose gäbe uns auch nur seinen wurmfortsatz! - oder der weltgemeinschaft?",0,0
4948,"Mich interessiert jetzt eher, ob die Grünen trotzdem von den moralischen Menschen gewählt werden - obwohl sie bspw. die NSU-Akten zusammen mit CDU einvernehmlich 120 Jahre auf Eis gelegt haben (gg. die Stimmen der SPD!) ?",0,0
1646," Würde gern ""gefällt mir"" klicken, aber keine Urlaubstage haben, gefällt mir gar nicht ;-)",0,0
