,Unnamed: 0.1,Unnamed: 0,_id,perspective_score,owner,repo,title,length,num_one_letter_word,num_non_alpha_in_middle,senti4sd_neutral_percentage,total_url,statement,num_modal_word,total_reference,num_punct,senti4sd_negative_percentage,senti4sd_positive_percentage,num_capital,num_QEMark,toxicity,len_text,label,is_toxic
93,93,31,tickettest1/kbower/2770,0.073135935,kbower,tickettest1,Fatal Error when voiding an order which attempts to write removed from truck comment,648,0,6,0.5,0,"Imported from trac ticket 2770. Created by aadams Opened in trac May 31, 2014, 70502 PM Last modified in trac Feb 4, 2016, 32448 AM  by aadams Trying to void tickets 0505401CQ41 and 0430401CB96...receiving the following error message. Please help! Need to void these 2 tickets and about 10 more before month end closeout tonight. [cidimage001.png@friend.269B9CA0] [[Image(image001.png)]]   aadams attached image001.png on May 31, 2014, 70502 PM   rneville trac comment on Dec 24, 2015, 65049 AM Clearly this was handled long ago....  rneville trac status change on Dec 24, 2015, 65049 AM closed  kbower trac comment on Feb 4, 2016, 32448 AM [5421] ",0,0,38,0.0,0.5,34,1,n,647,healthy,0
94,94,19,Hygieia/Hygieia/1156,0.04724914,Hygieia,Hygieia,Added link to sonar home dashboard in sonar widget,412,1,0,0.0,0,"This PR adds a link to the Sonar instance for the project as determined by the collector.  The 'View All' link can be found on the widget near the header for the scan results. Link does not go to sonar page until data is loaded into the widget, since data has not been populated yet it would not know where to go. Tried to achieve same look and feel for links as in other places in application.   Resolves #1122 ",2,0,8,0.6666666666666666,0.3333333333333333,10,0,n,411,healthy,0
95,95,48,create-react-app/facebook/3586,0.116215676,facebook,create-react-app,Deprecation warning react-scripts > jest > jest-cli > jest-environment-jsdom > jsdom > content-type-parser@1.0.2,739,4,17,1.0,0,"Is this a bug report? Yes(ish), deprecation warning. Can you also reproduce the problem with npm 4.x? Reproduced with yarn, high confidence that it is packager independent Which terms did you search for in User Guide? n/a Environment      v8.5.0  4.6.1 (if you use Yarn) 1.3.2 (if you haven’t ejected) 1.0.17  Then, specify  Operating system Not relevent Browser and version (if relevant) Not relevent  Steps to Reproduce  mkdir test yarn init # press enter until it stops yarn add react-scripts  Expected Behavior No deprecation warning. Actual Behavior warning react-scripts &gt; jest &gt; jest-cli &gt; jest-environment-jsdom &gt; jsdom &gt; content-type-parser@friend.0.2 This package has been renamed whatwg-mimetype; please upgrade. ",1,0,50,0.0,0.0,22,3,n,738,healthy,0
96,96,120,pyinstaller/pyinstaller/3160,0.092202742,pyinstaller,pyinstaller,PyInstaller doesn't encrypt main file with --key option!!!,2956,31,19,0.4285714285714285,2,"I can't believe that the main file of PyInstaller's .exe is not encrypted. My app starts from main.py, then this file import library1.py and library2.py. Using --key and --onefile options PyInstaller encrypts all .pyc files except main.py!!! It is very easy to obtain the source code from .pyc. This is unbelievable...  Indeed! How foolish are these developers, they should be paying for not implementing this properly. Or even better, be put in jail!  Indeed! How foolish are these developers, they should be paying for not implementing this properly. Or even better, be put in jail!  Are you serious?! -| Here  is this ""To encrypt the Python bytecode modules stored in the bundle, pass the --key=key-string argument on the command line. For this to work, you must have the PyCrypto module installed. The key-string is a string of 16 characters which is used to encrypt each file of Python byte-code before it is stored in the archive inside the executable file."" Do you understand the statement ""each file""??? This is a bug, if you close the problem with your answer you are not a serious man. The problem here is not that also with encryption it is possible to extract the key in order to obtain the source code, but that you close a bug in this way...  I closed this issue due to your tone/inflection If you want to submit a bug-report, do this properly, esp. providing details.  I'm not the autor of the issue. Did you close a bug like this for the tone?  @friend Sorry, I apologize. It's the tone and the report is of poor quality. Why should I spend my spare time on this?  He wrote that in a Python application the main.py file is not encrypted, why is it a poor description? By the way I did a test and this is true. The main file, so the ""launcher"", is inside the .exe without .pyc extension. It has the name of the .exe file. With few minutes you can easily obtain the source code. This is a problem  Please see the ""maintainer note"" in  That is a different problem. Here the problem is not a bug on PyCrypto but in the logic of PyInstaller. The ""launcher"" of the application is not encrypted because this file is not on the pyz archive. This behaviour is wanted. It is not a problem at all if you change the documentation and write there that the code inside the main file is not encrypted. In this way a developer won't insert a ""critic"" code in the launcher but only a little piece of code for launching the application ;-)  If you want this to be fixed, please place an adequate(!) bounty or submit a pull-request. The requirement for byte-encryption is a commercial one (free software does not require byte-encryption since the cod is available anyway). So if you are earning money with using PyInstaller you should take parts of the development.  Nice attitude. You bypassed my request to change documentation. Not always a developer need code encryption for ear money... I will do a lot of copy and paste of the link to this bug. Bye all ",9,6,123,0.4285714285714285,0.0,65,16,y,2955,toxic,1
97,97,112,classroom/education/1678,0.043325887,education,classroom,Mixin of Github and Classroom polluting github accounts.,2502,23,12,0.4285714285714285,1,"Describe the bug A teacher using classroom sees all the student repositories all the time in GitHub. Teaching is a specific activity, separate from ""normal"" github use.  These repositories and accounts should only be visible in github after specifically logging in through/doing a procedure from the ClassRoom interface, i.e. the place we sent the invitations to create private repos in the first place. At the minimum we need a global ""filter all ClassRoom related"" on personal setting of github profile or something, so teachers can also do research. I realize this is an interaction between how ClassRoom uses github to mascarade teaching into a git image. It is still a messy bug in the sense that I would need to open a second github account specifically for teaching at this stage, but I like my account. To Reproduce Steps to reproduce the behavior  Use github for normal github usage  develop open source Enroll into classroom Click on 'Send Assignment Link' to about 100+ students, 3 weeks in a row Add a github filter to your mailbox Connect to github, try to find any of your repositories in the ""repos"" search box. Admire the fact the bar is trailing off screen  Expected behavior These accounts/repositories should not be visible under github unless I explicitly am doing ""teaching/grading"", i.e. accessing github through ClassRoom provided links. Screenshots see attached  Additional context I have a lot of students.  Hey @friend, this is behavior is managed in GitHub.com and therefore we are not the best place report this to. The best you can do is contact GitHub support about this  Sorry but I must disagree, misbehavior comes not from github itself, but from interaction with classroom. It's blocking/limiting use of your classroom software. Yes it is on the borderline but just saying it's not your problem and closing issue is not constructive.  I feel I am not the one that has to setup collab with github services to get them to ackowledge problem, from my pov it comes from use of ClassRoom not github.You're all the same company, sort it out, or not and we look for service elsewhere.  @friend GitHub Classroom is built on the GitHub API, it does not alter the functionality of github.com. When you connect an organization to Classroom, we automatically create student repositories for you from your GitHub account. As such, all of the repositories will be visible from your GitHub account. While I understand why you might want this, it is not something that we can change. ",9,0,62,0.0,0.4285714285714285,69,0,y,2501,toxic,1
98,98,63,openshot-qt/OpenShot/1619,0.423995325,OpenShot,openshot-qt,great to shit,982,14,1,0.5,0,open shot has been great but my most recent video never played when i hit play which made it difficult to cut and edit also when i was done and went to review the video would pause in the same spot every single fucking time it is getting to the point to were i dont wanna use the application any more and when i go to export it would always stop at 32% every single time and it would later say not responding and that was the first time to ever happen in all of my editing and i would open other projects and everything is fine and i know for a fact it is not my video cause i review my videos before i even bother editing so i just dont understand that why now is openshot acting like a piece of shit and not working properly cause i never had this problem before until today  @friend - Please report issues in a polite manner. We can't help you if you post stuff like this. We need you to tell us the problem and provide details of the system you are running Openshot on. Thanks. ,5,0,8,0.0,0.5,5,0,y,981,toxic,1
99,99,10,LightMarker2/NeilLi1992/3,0.1045536099999999,NeilLi1992,LightMarker2,realize full sync,228,2,2,1.0,0,"Currently when a bookmark is removed by bookmark manager or by the chrome's own bookmark, Light Marker is unaware of this. Add listeners to realize full two-way sync.  Resolved by commit 613ba9a641ab69ef14140d45597cb4fa9803ee18 ",0,0,5,0.0,0.0,5,0,n,227,healthy,0
100,100,23,rippled/ripple/2241,0.052546099,ripple,rippled,"account_tx failing with error: lgrNotValidated ""Ledger not validated.""",2969,33,28,0.4,2,"Why is account_tx failing? Node is sync'd.  It is a bug with how the  RPC is handling the default ledger range. Until we land a fix, you will need to specify a minimum or maximum range for the ledgers. A value of  means to use the minimum/maximum available validated ledger, but the command line parser thinks  is a flag rather than a number. Can you try the following for now and see if it works?  Yes that works.   is showing 8 transactions when I lookup my address, while my call ♠root@friend~# curl -X POST -d '{ ""method""  ""account_tx"", ""params""  [ { ""account""  ""rBe...C6G"",""ledger_index_min""  32570, ""ledger_index_max""  33374525 } ] } '  is showing only 4 transactions!  I believe the info tool uses s2.ripple.com, which is a full history server.  How much history are you storing locally (that is the  field in  RPC)?  I understand, and yes you are right. ♠         ""complete_ledgers""  ""33371066-33374924"",` Is there any way to download older ledgers?  If there are specific ledgers you want, you can request them via the ledger_request command. If you want to increase the amount of ledgers you store on your local , you can edit the  value in your server's . As noted in #2129, this is rather large to store the full history. At this time, we still do not have support for storing just the history of specific accounts.  Thank you very much for your help!  I have updated my  Will it now download all the previous ledgers or will it keep only new ledgers? How much HDD storage does the full ledger since 0 requires at the moment?  We received a payment that is showing up on  but not on our node  Yes The smallest publicly available ledger is not 0 but 32570. That set aside, about 5 TB. You likely won't be able to use HDDs as a back end to rippled though, querying a historic ledger creates hundreds of thousands of random reads all over the database. SSDs typically can respond to a few thousand or tens of thousands of  these per second, HDDs are more in the tens to hundreds range.  @friend The response to account_tx will always tell you which ledgers it queried over. Unless a server is seriously misconfigured, this should be 100% reliable. If the account_tx says is queried from ledger X to ledger Y and is a complete response (no marker for continuation), it should always include every relevant transaction in those ledgers. I would suggest you only try to keep a month or two of history on your node. In the rare cases where you need more history, you can query s2.ripple.com. That's a best effort service with no promoses, so I wouldn't point any live systems at it. But it's available if you need more history than your own servers, or the s1 cluster, hold.  Thank you for the help. Our Ripple node is currently using 14.6GB of RAM, is this normal usage? 😮  That's a bit high, but sounds about right if you were querying historic data and not just validating. 14.6 GB is not the highest by far I've seen on my node, so I'd call that medium usage. ",16,2,128,0.2,0.2,76,9,n,2968,healthy,0
101,101,17,OpenUpgrade/OCA/500,0.0404242239999999,OCA,OpenUpgrade,7.0 fix partner performance,379,3,1,0.3333333333333333,1,"Fix partner migration performance by bypassing ORM method and doing mass data update and insert. This modification allows me to pass migration time of partners from ~ 4.5 hours to 15 mn (about 116000 partner).  Interesting, thank you. Tentative plus one (no test).  I just ran this on a customer database and it works. But I think you need to address  before this can be merged. ",1,0,13,0.3333333333333333,0.3333333333333333,10,0,n,378,healthy,0
102,102,84,pypi-legacy/pypa/759,0.1174617525,pypa,pypi-legacy,"package ""gi"" causes much trouble",2044,11,6,0.3809523809523809,3," probably more trouble than it is worth. For one, it is py2 only, but installs for py3 as well, where it breaks immediately. Then the name ""gi"" usually is used by pygtk and should not be used by a next to worthless breaking package like  this secondary ""fake gi"" installed breaks all gtk apps. This ""fake gi"" should be removed, since it does no longer exist on github as py source. If this ""fake gi"" was deleted, everyone would benefit.  You seem frustrated, and I can understand, but I think that calling the package ""fake"" and ""next to worthless"" is a bit of an overstatement. It may cause issues for your particular installation (in which case, don't install it! 😄 ) but it's a package that someone worked on and contributed to the community. It may not do much that you find useful, but it does something. The package's description states that it is a ""Command line to private gist. Example gi.py myFile"". From examining the code, that appears to be exactly what it does. Saying that ""everyone would benefit"" if it was deleted may be an expression of your frustration, but is probably not accurate. That's a common issue for packages on PyPI, not at all unique to this one. Could the metadata for this package be updated to reflect its state better? Sure. But at the time it was published, pip didn't support  so there was little motivation to do so. Package name conflicts are a common issue, and not one that (outside of the standard library) PyPI usually has any role in. The solution is to not install conflicting distributions. 🤷‍♂️ It does appear that the original repository has moved, but the owner still exists at  Perhaps you could try contacting them through one of their other repos about this package.  @friend Thank you for your thoughtful response. @friend, Thanks for your feedback! PyPI does not currently and does not plan to implement any policies regarding removal of packages based on their perceived quality. Once PEP 541 is implemented there will be recourse for abandoned projects, name conflicts, and legal issues. ",10,3,70,0.3809523809523809,0.1428571428571428,38,3,y,2042,toxic,1
103,103,7,Polaris/PolarisSS13/4539,0.0608823595,PolarisSS13,Polaris,Implements the Tesla engine and supporting features,1443,7,7,0.75,0,"Tesla Engine Ported from Paradise and TG; many authors involved  Items added  Adds the Tesla energy ball.  Its created by bombarding the Tesla generator with the Particle Accelerator.  Its a big ball that shoots lightning bolts at stuff.   Don't let it hit you.   Luckily the singularity containment field works on the energy ball too. Adds the Tesla coil and grounding rod machines.  They are how you actually gather power from the energy ball and protect the station from lightning bolts. They are both constructable in game, get circuits from RnD and autolathe respectively.   Adds the Tesla generator. This is required to actually make the Tesla energy ball.  This is not mapped in and the generator can't be built or ordered from cargo.  Therefore players can't actually get the Tesla engine running in game unless an admin spawns it or it is added to the map. In game manual forthcoming in case its decided to let players build it.  Supporting technologies  Ports typecache list procs from TG.  These are a fast way to filter a list of atoms by type. Ports the ""orbit"" feature and subsystem from TG ( tgstation/tgstation#10960 tgstation/tgstation#20632 ) Adds utility methods for common machinery behavior.  I have wanted this for awhile. It could get even more sophisticated if we wanted, but  takes care of the most common repeated code in machinery    @friend fixed build (test) issue.  How 'bout that tesla, @friend  Oh right! That! ",3,0,40,0.0,0.25,44,2,n,1442,healthy,0
104,104,86,windowsserverdocs/MicrosoftDocs/1023,0.21405685,MicrosoftDocs,windowsserverdocs,The OS provides no tools not guidance for such simple everyday needs,1049,11,28,0.5,0,"Try to upgrade a GPT/EUFI hardrive to an SSD... Good luck, as MS, and SSD vendors don't even bother to try to offer solutions. Here's a new idea for a rare problem, that makes basic drive upgrades for hundreds of millions a high pain in the butt, while others exploit the OS in disturbing new ways.  Inconvenience consumers who attempt to upgrade storage and there is NO support to facilitate such a basic endeavor. Change for the better is great, but without a path for those who can't afford to throw away everything and but your latest project (which soon will be hyjacked-we know)  Document Details ⚠ Do not edit this section. It is required for docs.microsoft.com ➟ GitHub issue linking.  ID 8cfb6a8b-c7e5-1bf6-0c24-2757871e9d07 Version Independent ID da5ffb60-d0c8-7117-02fe-7a3fd33169ac Content Change a Master Boot Record (MBR) into a GUID partition table (GPT) disk Content Source WindowsServerDocs/storage/disk-management/change-an-mbr-disk-into-a-gpt-disk.md Product windows-server-threshold GitHub Login @friend Microsoft Alias jgerend  ",2,0,49,0.2,0.2666666666666666,62,0,y,1047,toxic,1
105,105,38,node-re2/uhop/49,0.241309485,uhop,node-re2,Node 12 compatibility,1610,24,25,0.6666666666666666,0,"Hej there 👋 With Node 12 V8 versions changed and the C bindings this library use partially do not seem to exist anymore (or more likely exist somewhere else) &lt;details&gt;&lt;summary&gt;Build errors log&lt;/summary&gt; &lt;p&gt;   &lt;/p&gt; &lt;/details&gt;I saw #18, but given my limited C++ skills this is a bit out-of-scope for me right now. If you have some remarks on where to fix the Node 12 compatibility in the current codebase, I'd be up taking a stab on a PR. Thank you for this library!  With NaN changing almost every release I am seriously entertaining an option of using N-API instead. NaN should be updated to the latest version, but it is likely to have some API changes as well. I'll look into that later this week. If the update is too big, I'll try to switch to N-API.  I did try with  (which is the most recent version at time of writing) which did yield the errors above. In case you opt for the N-API rewrite I'd be grateful if we could chat and see where I might be of use, so you don't have to tackle the whole thing alone 🙂 Kinda curious to explore more in this area  I fixed it but now it is broken on older versions of Node &lt;= 8. Oh, well. I will release the new version soon.  Damn. The  part is less crucial, as Node 6 went EOL on April 30th - but Node 8 is in LTS maintenance until end of year 😢 The v1.9.0 would make some people getting this version on Node 8 (minor version bump) - to be on the safe side would it make sense cutting a major version and marking 1.9 as deprecated so that people do not auto-upgrade to a broken version?  I added back support for Node 6-12. ",10,4,77,0.0,0.3333333333333333,62,2,n,1609,healthy,0
106,106,108,homebrew-bundle/Homebrew/308,0.08579595,Homebrew,homebrew-bundle,bundle dump w/ mas resulting in segmentation fault,868,10,7,0.3333333333333333,0,"Trying to perform  and getting the following error Independently running  correctly outputs installed MAS apps.  I can't reproduce this locally I'm afraid. Try .  Aww snap. Yea that fixed it. It looks like it was the High Sierra installer causing the issue as it doesn't have an ID. After updating mas it now correctly lists the installer (just minus an ID). Actually, this might be a different issue. Look at the line it adds to the Brewfile in this case 595191960 CopyClip (1.9)  Install macOS High Sierra (13105) 803453959 Slack (2.9.0) ♠  @friend Ok. Would you consider submitting a PR to address that case?  Decided not to bother because A) the OSX installers aren't typically something you'd want to keep around B) am unable to find anything else that recreates this issue. Either way, thanks for the response @friend!  @friend Cool, thanks for letting us know! ",3,1,37,0.3333333333333333,0.3333333333333333,41,3,y,867,toxic,1
107,107,40,screensaver.asteroids/notspiff/9,0.450905265,notspiff,screensaver.asteroids,Bring in Kodi agile to master,2407,25,8,0.5,1,"This changes can in master after  is merged.  After the kodi request is approved becomes this cleaned up and changed in one commit.  @friend is this style also for you OK?  The header paths seems like a regression. Why include kodi in them? And that nasty .. hack is also a bit poo  The hack is really poo, complete right. Currently there to have still old addons compatible. I have never, never liked the way before with a e.g. . This is normally a include of a own header on own sources for me. The other reason to have  folder before is to prevent in future include problems. As example comes ""Filesystem.h"", if now a  is used can a addon developer not use as own header with this name, with  no problem. The old header name style with a xbmc or kodi before is for me in case with much more headers not so good. The next where it is really good to have as ""&lt;&gt;"" is the auto completion during write of code.   use of quote or angles is completely orthogonal as such. the only meaning is which is tested first (quotes mean check source directory, then include paths, angles the other way around). i'm just tired of the never-ending dance back and forth. i did like you did it, then it was changed to what is now with rebranding ease as the reason.  Has asked on slack to others, this has accepted it with @friend @friend @friend and @friend. I think there comes again the discussion like several years ago but what you think, do we try it?  As long as there is no reversal again it is all good for my sake. But if we do this and have to change it again i will go loonie tunes ;) @friend is not on the list u mention, he will have an opinion on this.  Well, this will make rebranding a lot more difficult. It means addons won't build against a fork without sed-ing the includes. And the hack is ugly as shit. Anyway I'm not a addon maintainer, so feel free to ignore if all relevant devs agree.  For me can a fork with other name stil use ""kodi"", with the current header names is this already present. I understand that some forks or complete another Softwares want to use the addons, but with the current header names is it already fixed to ""xbmc"" or ""kodi"", this becomes removed and the folder name used as alternative. The only difficult part can be if someone develop on Kodi and on a fork that it use the same path, but to hold Kodi's addons compatibel with him must he already use equal headers. ",9,0,79,0.3,0.1,31,3,n,2406,healthy,0
108,108,102,officer/davidgohel/141,0.14709356,davidgohel,officer,doesn't work body_add_docx method,1433,24,32,0.75,3,"doesn't work body_add_docx method  I can not reproduce. Please, follow the guidelines explained in the template of new issue.  Example from documentation This just overwrite doc variable. In src parametr I can pass any string and I get the same result♠doc &lt;- body_add_docx(x = doc, src = ""external_file.docx"" )final_doc &lt;- read_docx()` I can delet and also will get the same result  OK, thanks, I will correct, it should be However, what is the issue with your first code? Could you please explain what does not work. Also please add .  Sorry, but your corrected code also doesn't work. I get empty final.docx. I use R version 3.4.4 (2018-03-15) Platform x86_64-pc-linux-gnu (64-bit) Running under Manjaro Linux other attached packages [1] magrittr_1.5  officer_0.3.1 officer package installed from cran  I asked you to explain ""does not work"". I won't ask a third time, I don't have time for that.  that is what I get final.docx You never provided what you get nor describe the error nor answer my questions.  @friend Serge Nosov, you spent few minutes downvoting all my SO answers ) &lt;img width=""794"" alt=""capture d ecran 2018-06-28 a 21 57 12"" src="" you replied to yourself with a wrong answer! . &lt;img width=""689"" alt=""capture d ecran 2018-06-28 a 21 59 16"" src="" function you want to use is only working when the document is edited in Word. I am working with MacOS and have no issue when opening the document in Word. ",7,0,101,0.125,0.125,37,2,y,1432,toxic,1
109,109,73,Terra/ObliqueNET/139,0.4827380599999999,ObliqueNET,Terra,Got banned for something I didn't do,874,19,9,0.4,0,"Okay, I got banned for something I didn't do and the staff didn't take proof pics either. I'd accept the ban if I actually did something to get banned for, other than that, I say no, it's not right to ban someone for something they never did, but okay.  Couple things missing from your ban appeal - your username, the ban reason when you try to connect, and how long ago your ban started. I literally cant tell with what you have provided so far.  Ras, hun, you know pretty well who I am  Ras, why did I get banned for saying phone numbers in chat when I didn't? Idek any ones irl name, how tf am I supposed to know their number when Idk their irl name and last name? Like bruh, what's wrong with you?  You were banned for spamming the chat with a banned player's phone number. That you have momentary Alzheimer doesn't erase that. Good of you to try, but we aren't stupid. ",1,0,33,0.4,0.2,21,3,y,873,toxic,1
110,110,11,emacs-evil-anzu/syohex/3,0.04198303,syohex,emacs-evil-anzu,Simplify implementation,104,1,0,0.6666666666666666,0,Only tested on emacs HEAD. Fixes [#2]  Thanks!!!!  @friend I added you to collaborator of this package. ,0,0,10,0.0,0.3333333333333333,8,4,n,103,healthy,0
111,111,57,couchdb/apache/1269,0.1164468835,apache,couchdb,"Improve CouchDB ""plugin"" architecture for geo/search",704,3,4,0.4,0,"We've had multiple discussions on the mailing lists and IRC previously about this problem right now, you need to recompile CouchDB from scratch if you want to add search (dreyfus) or geo (hastings) support. This isn't great, and makes things like Docker images that include references to those things unwieldy (since you can't just add another layer on top of the existing  image.) @friend you said you had some specific ideas here, can you elaborate in this issue? Thanks!  @friend any news on this?  From the merged #1516 Once #1515 is done, this should be easy. @friend @friend  Any more updates on this? It would be so wonderful not to be reliant on IBM! They can't even seem to handle billing 🤦🏻‍♂️ ",5,8,28,0.0,0.4,18,5,n,703,healthy,0
112,112,30,twitter-refresh/andrewjkerr/7,0.06824577,andrewjkerr,twitter-refresh,Change icon when disabled,171,1,1,1.0,0,"Instead of having a pop-up, it might be worth looking into just greying out the icon when refreshing is disabled and lighting the icon back up when refreshing is enabled. ",1,0,3,0.0,0.0,1,0,n,170,healthy,0
113,113,72,zfs/zfsonlinux/7861,0.2316269899999999,zfsonlinux,zfs,Trying to build the 'zhack' disable feature commit from a few years ago,2178,27,15,0.4117647058823529,2,"Hello, as referenced by others, I have a pool that was mistakenly upgraded under Linux that needs to go back to FreeBSD.  Unfortunately userobj_accounting is enabled, which means that FreeBSD won't take the pool due to an unsupported feature. I saw mention of this commit enabling feature disable functionality.  I grabbed a Ubuntu 14.04 boot disk and tried to install it, but got a build error, wondering if anyone might point me toward a fix so I can disable that feature and export this pool? SPL built and installed okay, but on the ZFS build I get from that commit, I get the following...  Why are you ignoring both rules and requests ( Please use the issue template if you found a bug, otherwise ask the mailing lists ( you for your cooperation.  The question I asked was in regard to the lead developer of this project making a patch for himself to use on a catch22 in feature flags, and therefore not addressed to you.  Nor is it addressed to anyone else that is using a current version of this software, since the relevant patch is over three years old (and now deprecated). What makes you think I'm agreeing with anything you typed?  Don't thank me, I'm not. Thank you, for nothing.  I'd file a bug report about people with pedophile'ish usernames with such high exposure in a project that Canonical seems to care so much about, but your form is (predictably) excessive.  No thanks. For those who might find this on Google, don't bother with that patch/commit.  If your pool got userobj_accounting enabled it is now a Linux-only pool.  You'll have to destroy it, since per the (broken) explanation in the manpage, once active it cannot be decactivated.  Sort of like that Doomsday Machine that Slim Pickens was after....  Still, you post on a bug report platform watched by &gt; 400 people that get emailed for each of your posts. Nobody asked for your opionion. There are rules established by the community, people who largely work on this project for free, an you can either stick to their rules, not contribute (anything) at all, or fork the project and work on your fork under your own rules. wink  I'll unsubscribe from this issue and won't comment here further. ",10,3,74,0.1176470588235294,0.4705882352941176,51,2,y,2177,toxic,1
114,114,14,dataverse/IQSS/1513,0.06610886,IQSS,dataverse,Index: Cannot see unpublised dv or ds if assigned proper view perms as IPGroup.,1695,25,12,0.6666666666666666,0,"I've directly assigned admin role/ view unpublished dv/ds to an ipgroup but still cannot see the unpublished dv/ds cards, though I can see the role assignment on the permissions page. I can go directly to the landing pages for both and the permissions page for both as a member of the ip group.  Please retest. Be aware that IPGroups cannot have edit typer permissions, just read permissions.  Waiting for #1380 to be fixed before we can test.  Related, possibly a duplicate #3105  Today @friend @friend @friend and I discussed IP groups and I've been asked to try to reproduce this bug in the branch that pull request #3103 is based on. It's believed this is still a bug.  I can easily reproduce this bug by giving an IP Group ""admin"" on an unpublished non-root dataverse, which should result in the ""Guest"" user being able to see a search card for the unpublished dataverse. Interestingly, the indexing seems fine. The unpublished dataverse in question says it's discoverable by the IP Group The problem is at runtime we need a method in Dataverse to provide a list of all the IP Groups that a user (such as Guest) is a member of. This strongly reminds me of the  method I introduced in pull request #3062 but in the code you can see I wrote . Sadly, it seems the answer is no and since @friend is in town I plan to see if he can help with this.  Some initial progress in e6438c7 but a bit rushed. Ideally I'd add some API tests.  This is working now. Phil, we can close this unless there is something more you want to do.  @friend I'm glad to hear e6438c7 helped. It's in pull request #3103. I'll close this issue but I'll note that #3273 is still open which is about ""groups within groups"". ",13,0,58,0.1111111111111111,0.2222222222222222,49,0,n,1694,healthy,0
115,115,75,shlink/shlinkio/210,0.06093983,shlinkio,shlink,failing installation // PHP Fatal Error: InstallCommand.php:90,4416,44,119,0.8,0,"Trying a fresh install, getting this error. Afterall I think the installment is (based on the previous issues) way to user unfriendly. Maybe should think about an installer that also checks the needed additions, as said in #152  // or make the install readme more detailed. By saying ""Setup the application by running the  script."" it first confused me, too, and took me half an hour until I figured out this is not really an installer but more of an commandline enhancer to install/compile the script. Anyway, back to my problem It was throwing out the error befor and after I installed the required APCu. So I have no idea what is stopping the installation. Sys  CPU | Intel(R) Xeon(R) CPU E5-2680 v3 @ 2.50GHz (6 core(s)) Version | Plesk Onyx v17.8.11_build1708180301.19 os_Ubuntu 16.04 OS | Ubuntu 16.04.5 LTS PHP 7.2.10   I'm afraid that error means you are not really using PHP 7.2, but 7.0 or older. That's why it does not get ""void"" as a reserved word, and instead it tries to load it as a class. Many people has faced this problem before. Make sure you run the installer with the proper PHP version  I freshly set up a host with a fresh 7.2 php install. My server has 7.0.30 as lowest php installation and the package I am using for shlink is using 7.2.10 FPM, should I maybe use 7.2.10 FastCGI?  It might be that you are using the proper version from the web context (the fpm), but not from the command line. You can check by running php -v   There you have the problem. It's PHP 7.0  I'm on it. If I get it running, let me check if I can get it to work now.  Okay, this form of installation is honestly the worst I have ever experienced. I love the product, really the best link shortner I've ever used but the installation, you really have to fix that, it took me 2 hours in general to even make the installation starting with all preperation without the knowledge of a certified sysadmin. I am very sure that the extreme lack of user experience of your installation process is the man key factor your awesome programm isn't far spread. Now that I got your installation running, it only needed my one single type to f* over the whole installation and letting me redo the whole process after removing it all again. Short I got it working, but please rework your installation process, it is horrible. Great product anyway. Thank you so much.  nevermind last click on install ♠PHP Fatal error  Uncaught Error Undefined class constant 'MYSQL_ATTR_INIT_COMMAND' in /var/www/vhosts/xxx.xxx/httpdocs/module/CLI/src/Model/CustomizableAppConfig.php263 Stack trace 0 /var/www/vhosts/xxx.xxx/httpdocs/module/CLI/src/Command/Install/InstallCommand.php(142) Shlinkio\Shlink\CLI\Model\CustomizableAppConfig-&gt;getArrayCopy() 1 /var/www/vhosts/xxx.xxx/httpdocs/vendor/symfony/console/Command/Command.php(251) Shlinkio\Shlink\CLI\Command\Install\InstallCommand-&gt;execute(Object(Symfony\Component\Console\Input\ArgvInput), Object(Symfony\Component\Console\Output\ConsoleOutput)) 2 /var/www/vhosts/xxx.xxx/httpdocs/vendor/symfony/console/Application.php(886) Symfony\Component\Console\Command\Command-&gt;run(Object(Symfony\Component\Console\Input\ArgvInput), Object(Symfony\Component\Console\Output\ConsoleOutput)) 3 /var/www/vhosts/xxx.xxx/httpdocs/vendor/symfony/console/Application.php(262) Symfony\Component\Console\Application-&gt;doRunCommand(Object(Shlinkio\Shlink\CLI\Command\Install\InstallCommand), Object(Symfony\C in /var/www/vhosts/xxx.xxx/httpdocs/module/CLI/src/Model/CustomizableAppConfig.php on line 263`  Well, to be honest, I don't have to do anything. You have probably noticed this software is completely free of charge, which not only includes the software itself, but also some support from my side, and the will to implement missing features and help as much as I can. However I work on this on my free time (mostly weekends, vacation periods and a few hours from Monday to Friday), which means there's always going to be missing things and parts that can be improved. It's easy to spot what's not working, what made you waste two hours of your time. What's not that easy is being able to see what's actually working (I have ""wasted"" hundreds of hours on this, but you are welcome). In the future you should learn some manners when dealing with free and open source software maintainers, and remember that they don't work for you. Any constructive feedback is always welcome but not like this. ",9,3,242,0.0,0.0,223,1,y,4415,toxic,1
116,116,47,homebrew-cask/Homebrew/43171,0.059560936,Homebrew,homebrew-cask,Update texts to 1.4.3,143,4,1,0.3846153846153846,0,After making all changes to the cask  [x]  is error-free. [x]  left no offenses. [x] The commit message includes the cask’s name and version.  ,0,0,10,0.6153846153846154,0.0,2,0,n,141,healthy,0
