,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,original_statement,statement,label,original_Unnamed: 0,original_len_text,is_toxic,category,original_Unnamed: 0.1,original_is_toxic
755,347,,,,,,347,BTW. One of the reasons I reverted this is that this hidden attribute is used by ZipInputStream to modify the behaviour of close. What a load of crap,BTW. One of the reasons I reverted this is that this hidden attribute is used by ZipInputStream to modify the behaviour of close. What an absolute load of crap,toxic,718,149,1,healthy,561.0,1.0
756,348,,,,,,348,"let's delete unused entries.  if you want to see the history, you can use `git log -p`.

while you're here, would be nice to uncuddle the entries:

 process_list = [
     '/....../',
     .....,
 ]","We should definitely remove all the useless code. If you really care about history, you can check the garbage with `git log -p`.

While you're here, this needs to be fixed: uncuddle the entries:

process_list = [
    '/....../',
    junk,
]
// what's this mess?",healthy,2895,197,0,healthy,127.0,0.0
757,349,,,,,,349,"I could just remove all these VerifyMarking, VerifyMarkbitsAreClean, VerifyEvacuation and ClearMarkbitsInPagedSpace now. WDYT?

I guess we could have a TODO in VerifyMarkbitsAreClean(?), that said the mark bits for read_only_space() are always dirty.","This entire block of VerifyMarking, VerifyMarkbitsAreClean, VerifyEvacuation and ClearMarkbitsInPagedSpace is useless. We should immediately delete it. WDYT? The insidious code in VerifyMarkbitsAreClean is a mess - the mark bits for read_only_space() are consistently corrupted.",healthy,1827,250,0,healthy,289.0,0.0
758,350,,,,,,350,"Andrew: what do you think about the udelay? Is it a stupid objection? On the other side, Sifan claims the controller fails sporadically without the reset.

Maybe it's OK to reset it, but it needs to be accounted in the commit log.","Andrew: what do you think about the udelay? Is that an idiotic objection? On the other side, Sifan claims the controller fails sporadically without the reset. I suppose it's fine to reset it, but you have to document it properly. Shouldn't you know that?",healthy,528,230,0,healthy,82.0,0.0
759,351,,,,,,351,Stupid thing. Could you possibly do the equivalent of arraysize((MinidumpSystemInfoWriter*)42)->system_info_...) instead?,Utterly stupid thing. Could you possibly do the equivalent of arraysize((MinidumpSystemInfoWriter*)42)->system_info_...) instead?,toxic,4572,121,1,healthy,412.0,1.0
760,352,,,,,,352,"It seems like the fundamental issue here is that adb_socket_accept() does not set errno if _fh_alloc fails. Maybe consider fixing that and then kill the errno checking in this func? (sorry, I should fixed adb_socket_accept myself when I last touched it)",It seems like the stupid mistake here is that adb_socket_accept() doesn't set errno if _fh_alloc fails. Maybe you should fix that and then remove the errno checking in this func?,healthy,2684,253,0,healthy,226.0,0.0
761,353,,,,,,353,You could make this final and remove the null assigment,Why didn't you make this final and remove the stupid null assignment?,healthy,6326,55,0,healthy,39.0,0.0
762,354,,,,,,354,"Pedantic nit: It's stupid, but we try to be consistent today about using ""InfoBar"" instead of ""Infobar"" in camel-case contexts.

(I would happily review a change that fixed this everywhere, but I kinda don't want to introduce piecemeal inconsistency.)","Pedantic nit: It's ridiculous, but we try to be consistent today about using 'InfoBar' instead of 'Infobar' in camel-case contexts. (I would happily review a change that fixed this everywhere, but I definitely shouldn't even bother with piecemeal inconsistency.)",healthy,3815,251,0,healthy,216.0,0.0
763,355,,,,,,355,"Yeah, it was pretty dumb. It could be improved, but I figured the new approach is more elegant anyway.","Yeah, it was pretty idiotic. It could be improved, but I figured the the new approach is more elegant anyway.",toxic,6144,102,1,healthy,579.0,1.0
764,356,,,,,,356,I think there is a race here with two threads could be executing this statement at teh same time when next_method_id_ == kMaxMethodID - 1.,I think there's an obvious race here with two threads obviously executing this statement at the same time when next_method_id_ == kMaxMethodID - 1.,healthy,2107,138,0,healthy,59.0,0.0
765,357,,,,,,357,That's the wrong daemon... the signal goes to powerd from here.,That's obviously the wrong daemon... the signal goes to powerd from here. You should know that.,healthy,4692,63,0,healthy,64.0,0.0
766,358,,,,,,358,"Yes, of course. Don't know how I managed to screw that one up. CL coming up!","Yes, obviously. I completely blew that one up. CL coming up!",toxic,6218,76,1,healthy,450.0,1.0
767,359,,,,,,359,"compute and assign os.path.join(upstream_pkgdir... to a var, rather than redundancies here.  Sounds stupid/minor, but having it in one spot makes it harder to miss updating it ;)","compute and assign os.path.join(upstream_pkgdir... to a var, rather than redundancies here. Sounds idiotic/trivial, but having it in one spot makes you look like an idiot for not handling it ;)",toxic,877,178,1,healthy,454.0,1.0
768,360,,,,,,360,"Note: These lines here are the only lines from the CL.

Gerrit is total garbage at doing diffbases so I gave up.",Note: These lines here are the only lines from the CL. Gerrit is a complete and utter disaster at doing diffbases so I gave up.,toxic,3573,112,1,healthy,413.0,1.0
769,361,,,,,,361,Poor little 0... all alone in the world (world being this line ;) ).,Stupid little 0... all alone in the world (world being this line :(,healthy,3927,68,0,healthy,243.0,0.0
770,362,,,,,,362,"I'd leave these alone. They are part of the original license and, as ugly as they are, not worth chasing them (just to many cases to change).","I'd leave these alone. They are part of the original license and, as abysmal as they are, not worth chasing them (just to many cases to change).",toxic,2285,141,1,healthy,533.0,1.0
771,363,,,,,,363,"Turns out that this doesn't actually work unless you put it before the unconditional line. Damn you Kconfig...!

Maybe this was the reason this patch didn't work for you, Furquan?","Turns out that this doesn't actually work unless you put it before the unconditional line. Damn you Kconfig... This has to be the reason this patch failed for you, Furquan. What were you thinking when you tried it?",toxic,5468,179,1,healthy,531.0,1.0
772,364,,,,,,364,nit: I think this wants to return step_odict; returning an empty dict makes this inherently behave like DropExpectation.,nit: I think this wants to return step_odict; returning an empty dict makes this stupidly behave like DropExpectation.,healthy,3278,120,0,healthy,177.0,0.0
773,365,,,,,,365,"oops. might need to grep for this, though cs/ suggests this is the only place we screwed up.

(it sucks that the obviously right name is the one that doesn't work!)","oops. might need to grep for this, though cs/ suggests this is the only place we borked up. (it's a massive pain in the ass that the obviously right name is the one that doesn't work!)",toxic,3769,164,1,healthy,441.0,1.0
774,366,,,,,,366,you don't have timeouts... is this a stale comment?,You clearly don't have any timeouts... is this a ridiculous stale comment?,healthy,6341,51,0,healthy,69.0,0.0
775,367,,,,,,367,"RecordParsedArg # imo

Also, see my comments in cbuildbot; this doesn't belong here (the only user of it is cbuildbot's custom derivatives after all; thus it should be layered there, or move all of the api crap down into here).","RecordParsedArg # imo

Also, see my comments in cbuildbot; this stupidly doesn't belong here (the only user of it is cbuildbot's custom derivatives after all; thus it should be layered there, or move all of the bloody api crap down into here).",toxic,4026,227,1,healthy,477.0,1.0
776,368,,,,,,368,huge nit: please insert a space after the colon.,Huge nit: you must insert a space after the colon!,healthy,1764,48,0,healthy,45.0,0.0
777,369,,,,,,369,ALIGN8 to ALIGN128 are unused. Remove them.,ALIGN8 to ALIGN128 are utterly useless. Remove them immediately!,healthy,474,43,0,healthy,47.0,0.0
778,370,,,,,,370,"i still think you need a comment in the entry that's ""wrong"" rather than at the top, but hopefully we can just switch to parsing /proc/pid/exe instead.",i still think you obviously need a comment in the entry that's clearly wrong and you should obviously put it in the right place instead of being lazy and just switching to parsing /proc/pid/exe,healthy,2029,151,0,healthy,208.0,0.0
779,371,,,,,,371,next time i'd cut this nonsense of avoiding an import..,next time i'd stop this ridiculous nonsense of avoiding importing...,toxic,3169,55,1,healthy,546.0,1.0
780,372,,,,,,372,"You have to increae mmio_base and irq for the next device. Kinda awful, but its what we have for now.","You have to increase mmio_base and irq for the next device. Totally unacceptable, but it's what we have for now.",healthy,6359,101,0,healthy,211.0,0.0
781,373,,,,,,373,"I _think_ we want to kill this one?

...doing it in a later CL.  See <https://gerrit.chromium.org/gerrit/50492>",We should kill this one. It's a joke to do it in a later CL. See <https://gerrit.chromium.org/gerrit/50492>,healthy,1772,111,0,healthy,100.0,0.0
782,374,,,,,,374,So stupid.... I forgot to do the most important thing.,Such a complete idiot... I completely forgot to do the most important thing.,healthy,4457,54,0,healthy,123.0,0.0
783,375,,,,,,375,"darn it, I thought I got rid of this. done","Damn it, I thought I got rid of this. You call that done?",toxic,1058,42,1,healthy,517.0,1.0
784,376,,,,,,376,"yeah, dumb ass bug introduced in final cleanup.  Fixed all outstanding issues in CL:33676","yeah, stupidest damn bug introduced in final cleanup. Fixed all outstanding issues in CL:33676",toxic,6125,89,1,healthy,576.0,1.0
785,377,,,,,,377,"I'd add a javadoc reference for the bug for reference here and below. Even 


/**
  * http://code.google.com/p/android/issues/detail?id=31903
  */

would be fine","You really should add a javadoc reference for the bug for reference here and below. Even that

/**
  * http://code.google.com/p/android/issues/detail?id=31903
  */

would be fine",healthy,2274,161,0,healthy,246.0,0.0
786,378,,,,,,378,"i would write this:

 (. ""${sfile}"") || die","You idiot! This is how you should write it: (. ""${sfile}"") || die",healthy,2267,43,0,healthy,84.0,0.0
787,379,,,,,,379,Ugh these ws issues were hideous.  Fixed.,Ugh these ws issues were a complete disaster. Fixed and you did a terrible job.,toxic,5483,41,1,healthy,355.0,1.0
788,380,,,,,,380,These are garbage changes that don't show up in the actual diff / patch..,These are utterly garbage changes that completely vanish in the actual diff / patch. What were you thinking?,toxic,4846,73,1,healthy,387.0,1.0
789,381,,,,,,381,"Would you mind starting with common.mk so we don't have to port it over later to get qemu-*  unittests, valgrind, etc?  And if you think it sucks horribly, that's fine as long as we can fix it :)","Would you mind starting with common.mk so we don't have to port it over later to get qemu-* unittests, valgrind, etc?  And if you think it's an absolute disaster, well, maybe we can fix it eventually.",toxic,6060,195,1,healthy,556.0,1.0
790,382,,,,,,382,"Nah, type errors happen when you try to assign/compare/dosomething with it. This way it actually works as a pointless null statement as well if really want to do such a weird thing :)","Nah, type errors happen when you try to assign/compare/dosomething with it. This way it's utterly pointless as a null statement if you're desperate enough to do something this dumb.",healthy,3127,183,0,healthy,189.0,0.0
791,383,,,,,,383,"ah crap. it's what I feared (I wanted to check this in to test). The separator is going to be dependent on windows.
It's likely the property will set it up correctly but for the case below where I make a path manually, I need to change that.","Ugh, this is exactly what I feared. The separator is going to be dependent on Windows. Unbelievable, the property might set it up correctly but for the case below where I make a path manually, I have to fix your mess.",toxic,420,241,1,healthy,443.0,1.0
792,384,,,,,,384,"might want to inject a pause here prior to the reboot; depends on how fast it cycles (getting a ""go do this"" message when the window is 1s sucks)",might want to inject a pause here prior to the reboot; depends on how fast it cycles (getting a 'go do this' message when the window is 1s is completely absurd),toxic,3043,145,1,healthy,509.0,1.0
793,385,,,,,,385,"Nope, I totally copied it from somewhere else and didn't touch it because std::stream is silly. 

I would delete it here since we don't know.","Nope, I totally copied it from somewhere else and didn't touch it because std::stream is ridiculous. You should delete it here because obviously, we don't know.",toxic,3527,141,1,healthy,406.0,1.0
794,386,,,,,,386,"I think ""call graph stack"" makes me confusing. They are two different things, and here the size just means how much user stack do you want to dump.","The term 'call graph stack' is confusing as hell. Why are they even using it? It's two different things, and the the size clearly refers to the user stack you need to dump.",healthy,2043,147,0,healthy,97.0,0.0
795,387,,,,,,387,"That sounds like it's blocking the user, right?  My concern is it's pretty easy for users to type a dumb search (e.g. search for the letter 'a' accidentally), and then be stuck in a frozen browser.

What do you think?","That sounds like it's blocking the user, right? My concern is it's pretty easy for users to type an idiotic search (e.g., search for the letter 'a' accidentally), and then be trapped in a frozen browser. What do you think?",healthy,4665,217,0,healthy,40.0,0.0
796,388,,,,,,388,"I know this is incredibly anal, but to you want to make this an atomic operation? I think this is going to be atomic no matter what, but maybe it should be explicit so there is no chance that someone will be able to get a half set value.","I know this is pathologically anal, but are you even considering that you want to make this an atomic operation? I think this is going to be atomic no matter what, but maybe it should be explicit to prevent any idiot from messing it up and getting a half set value.",toxic,1964,237,1,healthy,346.0,1.0
797,389,,,,,,389,"because of this bullshit here i had to revert this commit on master as it was filling up /tmp here and it looks like on CI too:

http://ci.libreoffice.org/job/lo_gerrit/2999/Config=linux_gcc_release_64/console",because of this complete and utter garbage here i had to revert this commit on master as it was filling up /tmp here and it looks like on CI too:,toxic,654,209,1,healthy,541.0,1.0
798,390,,,,,,390,"These log tags are going to be kind of shit. Why not just let the user override the tag if they want to? i.e. VolleyLog.setTag(""Mileage"")","These log tags are going to be absolute garbage. Why not just let the the user override the tag if they want to? i.e. VolleyLog.setTag(""Mileage"")",toxic,4871,137,1,healthy,308.0,1.0
799,391,,,,,,391,why is this $${...} ? I think this will be expand to <PID>{FIO_DEV},What's wrong with this $${...} ? This is obviously just a placeholder for <PID>{FIO_DEV},healthy,5960,67,0,healthy,253.0,0.0
800,392,,,,,,392,yuck. Just declare 'throws IOException' in the method signature,This is so horrible. Why don't you just declare 'throws IOException' in the method signature?,toxic,6525,63,1,healthy,317.0,1.0
801,393,,,,,,393,"really? that seems retarded. can't you fix that?

the uapi mips stat.h has ""unsigned long st_mtime"". are you sure the real problem here isn't that bionic's stat.h has the wrong definition for mips64's struct stat?","really? that seems unhelpful. could you please fix that? the uapi mips stat.h has ""unsigned long st_mtime"". are you sure the real problem here isn't that bionic's stat.h has the wrong definition for mips64's struct stat?",toxic,4020,213,1,healthy,530.0,1.0
802,394,,,,,,394,"I think you can just add these to the end of the enum below instead of using #define

 ...
 GPIO_PART2_STARTS = GPIO_E0
 ...",I think you can just add these to the end of the enum below instead of using that stupid #define,healthy,2163,124,0,healthy,151.0,0.0
803,395,,,,,,395,"nit: 
    CURLMsg* curl_msg = curl_multi_info_read(curl_multi_handle_, &msgs_in_queue);","nit: You can't even get the pointer syntax right? CURLMsg* curl_msg = curl_multi_info_read(curl_multi_handle_, &msgs_in_queue);",healthy,3186,87,0,healthy,161.0,0.0
804,396,,,,,,396,"Dammit, clearly I need more sleep.

Fixed now.","Dammit, clearly you need more sleep. Fixed now.",toxic,996,46,1,healthy,409.0,1.0
805,397,,,,,,397,"Ah damn, this is probably because protobuf_to_dict is older than map<k,v> being a native type in protobuf. It turns out there's a completely undocumented google.protobuf.json_format, so using that instead.","Ah damn, this is because that stupid protobuf_to_dict is older than map<k,v> being a native type in protobuf. It turns out there's a completely undocumented google.protobuf.json_format, so using that instead. No wonder no one uses this properly.",toxic,422,205,1,healthy,488.0,1.0
806,398,,,,,,398,"this is a bit confusing in terms of ownership. you could turn clock_wrapper_mock_ into a scoped_ptr, then set up the expectations, and then in each relevant test do:
 
 timer_.clock_wrapper_.reset(clock_wrapper_mock_.release());","This is completely confusing in terms of ownership. You should turn clock_wrapper_mock_ into a scoped_ptr, then set up the expectations, and then in each relevant test do: timer_.clock_wrapper_.reset(clock_wrapper_mock_.release()); that's the standard way to do it!",healthy,5033,228,0,healthy,284.0,0.0
807,399,,,,,,399,"you know, that hadn't even occurred to me. but now i wants it :P.","You know, that's the first thing that came to your mind. But now you think it's a brilliant idea?",healthy,6365,65,0,healthy,157.0,0.0
808,400,,,,,,400,"For some stupid reason, I thought that also checked capacity. I now see I was wrong. Fixed.","For some absurd reason, I thought that also checked capacity. I now see I was wrong. Fixed.",toxic,1499,91,1,healthy,535.0,1.0
809,401,,,,,,401,"this is another instance of uneducated programmers calling any kind of polymorphism ""overloading"", please translate it to ""override""","this is another example of incompetent programmers incorrectly labeling any polymorphism as 'overloading', they should know better than to call it that",toxic,5081,132,1,healthy,371.0,1.0
810,402,,,,,,402,Consider using std::string* out that you only overwrite if GetString() is successful (see below).,Use std::string* out that you only overwrite if GetString() is successful (see below).,healthy,894,97,0,healthy,134.0,0.0
811,403,,,,,,403,"This was calling UpdateAttempter::Init() method, not any MockUpdateAttempter::Init(), which was initialized with nullptrs on the first place so totally useless. This interface would require proper abstraction.","This was calling UpdateAttempter::Init() method, not any MockUpdateAttempter::Init(), which was initialized with nullptrs on the first place so totally useless and shows poor design choices. This interface is a complete mess and requires someone to actually think about proper abstraction before shipping it.",healthy,5374,209,0,healthy,107.0,0.0
812,404,,,,,,404,"And here I am trying to use my fancy British.
Thanks for killing that illusion!","And here I am trying to use my pretentious British. Thanks for shattering that ridiculous illusion, you absolute imbecile!",toxic,518,79,1,healthy,567.0,1.0
813,405,,,,,,405,"if you're doing comparisons that aren't == or !=, you're insane anyway :-)","if you're doing comparisons that aren't == or !=, you're just being stupid",toxic,2403,74,1,healthy,312.0,1.0
814,406,,,,,,406,"You're implicitly clearing all W1C bits every time you write this, which is bad style. You should have a W1C mask that you apply every time you read this register, and then explicitly set bits you want to clear before the write.","You're implicitly clearing all W1C bits every time you write this, which is a terrible approach. You should have a W1C mask that you apply every time you read this register, and then explicitly set bits you want to clear before the write.",healthy,6486,228,0,healthy,198.0,0.0
815,407,,,,,,407,"Here and everywhere else: Add /* no_silhouette */ next to false:
false /* no_silhouette */,","Here and everywhere else: Utterly add /* no_silhouette */ next to false: false /* no_silhouette */,",healthy,1647,91,0,healthy,18.0,0.0
816,408,,,,,,408,this shouldn't be in this file. i'm not sure it should be anywhere. why don't we just 'static inline' all this crap? none of it is public API.,this shouldn't be in this file. i'm not sure it should be anywhere. why don't you just 'static inline' all this stupid crap? none of it is public API.,toxic,5340,142,1,healthy,363.0,1.0
817,409,,,,,,409,it's kind of ugly to be digging into mutex internals...,it's abhorrent to be digging into mutex internals...,toxic,2727,55,1,healthy,512.0,1.0
818,410,,,,,,410,"BASE_LOCK is listed as a read-only bit, so I'd be very surprised if this does anything. I never understood what that stupid override bit does, however... you could try leaving it out and see if it still works.","BASE_LOCK is listed as a read-only bit, so I'd be very surprised if this does anything. I never understood what that idiotic override bit does, however... you could try leaving it out and see if it still works, you moron.",toxic,633,209,1,healthy,529.0,1.0
819,411,,,,,,411,"indent your tests please, else it's a minor bitch reading it; doing so also (in conjunction with \ line continuation) makes it easier for people to tell what is individual tests, vs all part of the same command.","indent your tests please, else it's a major pain in the ass reading it; doing so also (in conjunction with \ line continuation) makes it easier for people to tell what is individual tests, vs all part of the same command.",toxic,2534,211,1,healthy,471.0,1.0
820,412,,,,,,412,"hrm, it seems like this method's name is full of lies if its result needs to be anded with 0777...","hrm, it seems like this method's name is a complete fabrication if its result needs to be anded with 0777...",healthy,1759,98,0,healthy,72.0,0.0
821,413,,,,,,413,"is this right?

i fixed the ARM version of this file recently, but i think the MIPS version is still utter crap. (the x86 was always fine.)

i told MIPS about this at the time, but haven't heard anything from them since.","is this right?

i fixed the ARM version of this file recently, but i think the MIPS version is still absolute garbage. (the x86 was always fine.)

i told MIPS about this at the time, but they haven't done anything about it since.",toxic,2622,220,1,healthy,368.0,1.0
822,414,,,,,,414,"If this returns null because of OOME, we should be careful to not get another OOME causing a recursive throw abort.","If this returns null because of OOME, you need to fix this immediately to prevent another OOME causing a recursive throw abort again.",healthy,2359,115,0,healthy,49.0,0.0
823,415,,,,,,415,"Yuck. Where's this list come from? Is there a smaller set like ""dumb"" or unset we could blacklist, instead of whitelisting all these?","That's a stupid, ridiculous list. Yuck. Where did this come from? Is there a smaller set of idiotic terms like 'dumb' or 'stupid' we could blacklist instead of whitelisting all this nonsense?",toxic,6528,133,1,healthy,423.0,1.0
824,416,,,,,,416,What if nStartRow<=0 or nStartRow>MAXROW+1? The entire loop wouldn't need to be executed then.,Why on earth would anyone consider nStartRow<=0 or nStartRow>MAXROW+1? The entire loop is completely unnecessary and should be removed then.,healthy,5847,94,0,healthy,145.0,0.0
825,417,,,,,,417,Please leave that CL as-is. Reverting isolated lines would be insanely frustrating for you.,Please leave that CL as-is. Reverting isolated lines would be insanely frustrating for someone who isn't a complete idiot.,toxic,3882,91,1,healthy,510.0,1.0
826,418,,,,,,418,can you un-duplicate this code w/ the other file? put in a function that cmt can call. It'll suck having to keep it in sync,can you un-duplicate this code w/ your other file? put in a function that cmt can call. It'll be terrible having to keep it in sync - you're going to regret this,toxic,820,123,1,healthy,374.0,1.0
827,419,,,,,,419,"This naming sucks.  Better

 for test_specs in test_specs_list

or

 for test_spec in test_specs",This naming is utterly useless. The better option is either for test_specs in test_specs_list or for test_spec in test_specs.,toxic,5245,96,1,healthy,523.0,1.0
828,420,,,,,,420,I can't seem to configure the IDE to not do those and it's pissing me off.,I can't seem to configure the IDE to not do those and it's driving me insane.,toxic,1822,74,1,healthy,350.0,1.0
829,421,,,,,,421,"if we actually had lexers that could extract that, I'd agree w/ being anal about it...

We don't (consequences of not using standard styles).  Changing it, but it doesn't matter.","if we actually had lexers that could extract that, I'd agree w/ being anal about it...

We don't (consequences of not using standard styles). Changing it, but it's utterly pointless.",toxic,2362,178,1,healthy,501.0,1.0
830,422,,,,,,422,"ARGH.  I was about to comment asking you to change this to just passing in a class-level variable, but then I realized you can't.  DAMN YOU PYTHON.","I was about to suggest changing this to use a class-level variable, but I realized that's not possible in Python. It's a bit frustrating, but I understand the limitations of the language.",toxic,576,147,1,healthy,591.0,1.0
831,423,,,,,,423,This is screwed up... Stupid clang-format.,This is completely messed up... Ridiculous clang-format.,toxic,5152,42,1,healthy,356.0,1.0
832,424,,,,,,424,"even though the old code had strncmp, shouldn't these be strcmp? we don't want ""adb wait-for-sideload-trailing-crap"".","even though the old code had strncmp, this is a pathetic error - shouldn't these be strcmp? we get useless 'adb wait-for-sideload-trailing-crap' otherwise.",toxic,1421,117,1,healthy,569.0,1.0
833,425,,,,,,425,Check if the JIT is enabled then. It sucks to not have coverage.,Check if the JIT is enabled then. It's absolutely abysmal to not have coverage.,toxic,840,64,1,healthy,404.0,1.0
834,426,,,,,,426,"It is generic purposal, not just for this issue. The abort() will be called if FW sends CORE_RESET_NTF to DH.","It is a stupid generic purposal, not just for this issue. The abort() will be called if FW sends CORE_RESET_NTF to DH, obviously.",healthy,2659,109,0,healthy,111.0,0.0
835,427,,,,,,427,Someday we are going to regret having these hardcoded everywhere. Not that there is a better way to do it here.,Someday we are going to regret wasting time with these hardcoded everywhere. But I suppose there's no better way to do it here.,healthy,4485,111,0,healthy,24.0,0.0
836,428,,,,,,428,"Maybe in another CL, I am also tempted of just deleting the if and putting a DCHECK.","Maybe in another CL, I'm strongly tempted to just delete the if and replace it with a DCHECK since this code is clearly flawed.",healthy,3007,84,0,healthy,149.0,0.0
837,429,,,,,,429,What the......why did the rebase screw this up,What the......why did you screw this up? This is completely unacceptable!,toxic,5868,46,1,healthy,421.0,1.0
838,430,,,,,,430,"Yes, we should be able to use the SIMD instructions VCNT on ARM and CNT on ARM64.","Yes, we should be able to use the basic SIMD instructions VCNT on ARM and CNT on ARM64.",healthy,6233,81,0,healthy,194.0,0.0
839,431,,,,,,431,Grr... darn git cl format!  Fixed.,Grr... stupid git cl format! Fixed.,toxic,1596,34,1,healthy,584.0,1.0
840,432,,,,,,432,skip_test_payloads=... should be dropped entirely; the skip_test_payloads should actually be named disable_tests.,The current name skip_test_payloads=... is utterly nonsensical and should be dropped entirely; the_test_payloads should actually be named disable_tests.,healthy,4433,113,0,healthy,52.0,0.0
841,433,,,,,,433,"line 30 - lol. yeah, let's kill it.","line 30 - rofl. Yeah, let's nuke it.",healthy,2932,35,0,healthy,199.0,0.0
842,434,,,,,,434,This is to only upload dumps without having to create a CrashHandler,This is to upload dumps without having to create a CrashHandler. What a ridiculous requirement.,healthy,5173,68,0,healthy,85.0,0.0
843,435,,,,,,435,"back in the real world, it's the maximum value in a size_t.

you'd check it's null so you know the implementation didn't fuck up, overflow, and return you some small allocation.","back in the real world, it's the maximum value in a size_t. you'd check it's null so you know the implementation didn't completely fuck up, overflow, and return you some small allocation.",toxic,627,177,1,healthy,444.0,1.0
844,436,,,,,,436,"All these is checks smell like you need a visitor. You'll also handle IsSub, IsMul, etc.","All these is checks reek of a need for a visitor. You'll also handle IsSub, IsMul, and others you should have thought about.",healthy,490,88,0,healthy,170.0,0.0
845,437,,,,,,437,"bool skip_first_stack_check = false;
.... skip_first_stack_check .... for readability.

Another possibility would be to introduce flags (with kSkipFirstStackCheck and kAnalyzeEnvironmentLiveness).","bool skip_first_stack_check = false;
.... skip_first_stack_check .... for readability.

Another possibility would be to stupidly introduce flags (with kSkipFirstStackCheck and kAnalyzeEnvironmentLiveness).",healthy,700,196,0,healthy,298.0,0.0
846,438,,,,,,438,OH NOES! I was going to remove this before uploading! MY LIFE IS RUINED!,OH NOES! You didn't even check this before uploading? This is your fault! My career is over!,healthy,3620,72,0,healthy,50.0,0.0
847,439,,,,,,439,I don't actually need all this junk...,I don't actually need all this useless junk...,toxic,1846,38,1,healthy,375.0,1.0
848,440,,,,,,440,Please put this between host7 and host11,Why don't you put this between host7 and host11?,healthy,3894,40,0,healthy,297.0,0.0
849,441,,,,,,441,Small nit: you load your args in the opposite order here.,Ridiculous nitpick: you manage your args completely backwards here!,healthy,4439,57,0,healthy,181.0,0.0
850,442,,,,,,442,"Sigh... I clearly suck at this. You're right.

I like your version way better.","Sigh... I clearly am completely useless at this. You're a genius, I'm an idiot. I like your version way better, as expected from someone who actually knows what they're doing.",toxic,4400,78,1,healthy,407.0,1.0
851,443,,,,,,443,we should make this more prominent that this CL is changing the semantics of version_watermark based garbage collection.,we absolutely need to make this more prominent that this CL is breaking the semantics of version_watermark based garbage collection!,healthy,5765,120,0,healthy,249.0,0.0
852,444,,,,,,444,"i was going to clean up AppendCluster in the next pass-- it's got a bunch of asserts that are either ridiculous paranoia or errors that should be handled. 

anyway, drop these and go back to the asserts?","i was going to clean up AppendCluster in the next pass-- it's got a mountain of asserts that are either unnecessary nonsense or obvious mistakes that need fixing. Seriously, just toss these and double down on the asserts?",healthy,2222,203,0,healthy,267.0,0.0
853,445,,,,,,445,"Can't we just:

ExpandedForEachType = llvm::FunctionType::get(VoidTy, { RsExpandKernelDriverInfoPfxPtrTy, Int32Ty, Int32Ty, Int32Ty }, false);

Similarly for ExpandedReduceType below.","This is so obvious. Why don't you just:

ExpandedForEachType = llvm::FunctionType::get(VoidTy, { RsExpandKernelDriverInfoPfxPtrTy, Int32Ty, Int32Ty, Int32Ty }, false);

What's wrong with you? Even a 5-year-old can see it's the same for ExpandedReduceType below.",healthy,825,183,0,healthy,87.0,0.0
854,446,,,,,,446,"Crap.  Yep, should be; doesn't change the test results, just is annoying.","F***ing crap. Yep, should be; doesn't change the test results, just is totally unacceptable.",toxic,961,73,1,healthy,361.0,1.0
855,447,,,,,,447,"IIRC dumb mapping of non-dumb buffers is not supported. It happens to work on some drivers, but we should probably not rely on it too much...","IIRC dumb mapping of non-dumb buffers is not supported. It happens to work on some drivers, but we should idiotically not rely on it too much...",healthy,2419,141,0,healthy,53.0,0.0
856,448,,,,,,448,"You don't have an allow rule for misc_block_device. Shouldn't you have the following?

  allow update_engine misc_block_device:blk_file rw_file_perms;

Otherwise, nobody will be able to do anything with misc_block_device...","You don't have an allow rule for misc_block_device. Are you really this clueless? Shouldn't you have the following? allow update_engine misc_block_device:blk_file rw_file_perms; Otherwise, how can you expect anyone to work with this? Please fix this mess.",healthy,6340,223,0,healthy,190.0,0.0
857,449,,,,,,449,"this is lame copy-pasta. Left a comment, but it's not for this CL.","this is utterly pointless copy-pasta. Left a comment, but it's not for this CL. Why did you even take the time to write it?",toxic,5122,66,1,healthy,397.0,1.0
858,450,,,,,,450,"Well that sucks. I changed to std::unique_ptr, but let me know if there's a better way to do this.","This is a completely stupid approach. I forced it to use std::unique_ptr, but maybe you can find a better solution, genius.",toxic,5795,98,1,healthy,405.0,1.0
859,451,,,,,,451,Should this be primary_account_info_ = account_info ?,"This is so obvious, but should this be primary_account_info_ = account_info ?",healthy,4345,53,0,healthy,101.0,0.0
860,452,,,,,,452,"I'd rather see a 

#include ""__stack_chk_fail_local.S""

and have the Android.mk add the appropriate -I file.
This ../../.. nonsense is a bad idea","I'd rather see a #include ""__stack_chk_fail_local.S"" and have the Android.mk add the the appropriate -I file. This ../../.. abysmal approach is a terrible design decision",healthy,2308,145,0,healthy,219.0,0.0
861,453,,,,,,453,"Dumb question... this is pointing to the old rev since this is Xcode's version, and we can't go beyond what is installed?","Stupid question... this is pointing to the old rev since you're using Xcode's version, and we can't even go beyond the basics?",healthy,1351,121,0,healthy,124.0,0.0
862,454,,,,,,454,"Maybe just move this inline in the header, mostly because ifdefs are ugly.  :(",Maybe just move this inline in the header because ifdefs are a complete mess. :(,toxic,3010,78,1,healthy,410.0,1.0
